date,META
2016-10-01,59
2016-10-02,63
2016-10-03,80
2016-10-04,87
2016-10-05,82
2016-10-06,96
2016-10-07,76
2016-10-08,63
2016-10-09,57
2016-10-10,78
2016-10-11,83
2016-10-12,78
2016-10-13,91
2016-10-14,77
2016-10-15,63
2016-10-16,63
2016-10-17,73
2016-10-18,78
2016-10-19,81
2016-10-20,96
2016-10-21,76
2016-10-22,63
2016-10-23,64
2016-10-24,80
2016-10-25,83
2016-10-26,84
2016-10-27,91
2016-10-28,76
2016-10-29,62
2016-10-30,61
2016-10-31,81
2016-11-01,79
2016-11-02,77
2016-11-03,88
2016-11-04,81
2016-11-05,62
2016-11-06,78
2016-11-07,78
2016-11-08,83
2016-11-09,70
2016-11-10,88
2016-11-11,79
2016-11-12,60
2016-11-13,63
2016-11-14,76
2016-11-15,79
2016-11-16,79
2016-11-17,95
2016-11-18,81
2016-11-19,61
2016-11-20,64
2016-11-21,78
2016-11-22,79
2016-11-23,80
2016-11-24,92
2016-11-25,78
2016-11-26,55
2016-11-27,62
2016-11-28,78
2016-11-29,79
2016-11-30,80
2016-12-01,100
2016-12-02,79
2016-12-03,73
2016-12-04,92
2016-12-05,84
2016-12-06,83
2016-12-07,84
2016-12-08,94
2016-12-09,79
2016-12-10,63
2016-12-11,79
2016-12-12,84
2016-12-13,83
2016-12-14,78
2016-12-15,94
2016-12-16,75
2016-12-17,62
2016-12-18,58
2016-12-19,74
2016-12-20,73
2016-12-21,78
2016-12-22,85
2016-12-23,67
2016-12-24,53
2016-12-25,52
2016-12-26,59
2016-12-27,68
2016-12-28,68
2016-12-29,87
2016-12-30,61
2016-12-31,52
2017-01-01,58
