date,AMZN
2015-07-01,6
2015-07-02,6
2015-07-03,3
2015-07-04,3
2015-07-05,2
2015-07-06,7
2015-07-07,8
2015-07-08,7
2015-07-09,8
2015-07-10,10
2015-07-11,4
2015-07-12,2
2015-07-13,11
2015-07-14,17
2015-07-15,20
2015-07-16,19
2015-07-17,19
2015-07-18,8
2015-07-19,4
2015-07-20,14
2015-07-21,15
2015-07-22,16
2015-07-23,68
2015-07-24,100
2015-07-25,20
2015-07-26,10
2015-07-27,21
2015-07-28,17
2015-07-29,17
2015-07-30,16
2015-07-31,12
2015-08-01,5
2015-08-02,4
2015-08-03,10
2015-08-04,9
2015-08-05,10
2015-08-06,9
2015-08-07,9
2015-08-08,3
2015-08-09,3
2015-08-10,11
2015-08-11,11
2015-08-12,11
2015-08-13,10
2015-08-14,9
2015-08-15,5
2015-08-16,3
2015-08-17,14
2015-08-18,14
2015-08-19,11
2015-08-20,10
2015-08-21,15
2015-08-22,7
2015-08-23,5
2015-08-24,29
2015-08-25,23
2015-08-26,21
2015-08-27,22
2015-08-28,16
2015-08-29,6
2015-08-30,3
2015-08-31,10
2015-09-01,13
2015-09-02,9
2015-09-03,11
2015-09-04,11
2015-09-05,4
2015-09-06,1
2015-09-07,4
2015-09-08,10
2015-09-09,11
2015-09-10,10
2015-09-11,8
2015-09-12,4
2015-09-13,2
2015-09-14,8
2015-09-15,10
2015-09-16,10
2015-09-17,11
2015-09-18,13
2015-09-19,4
2015-09-20,2
2015-09-21,11
2015-09-22,10
2015-09-23,10
2015-09-24,10
2015-09-25,12
2015-09-26,3
2015-09-27,2
2015-09-28,9
2015-09-29,11
2015-09-30,11
2015-10-01,11
