date,GOOG
2014-07-01,93
2014-07-02,89
2014-07-03,94
2014-07-04,88
2014-07-05,82
2014-07-06,84
2014-07-07,92
2014-07-08,95
2014-07-09,90
2014-07-10,87
2014-07-11,92
2014-07-12,83
2014-07-13,93
2014-07-14,87
2014-07-15,90
2014-07-16,90
2014-07-17,100
2014-07-18,97
2014-07-19,90
2014-07-20,85
2014-07-21,90
2014-07-22,97
2014-07-23,85
2014-07-24,91
2014-07-25,87
2014-07-26,92
2014-07-27,80
2014-07-28,89
2014-07-29,91
2014-07-30,95
2014-07-31,91
2014-08-01,88
2014-08-02,92
2014-08-03,80
2014-08-04,93
2014-08-05,93
2014-08-06,93
2014-08-07,84
2014-08-08,92
2014-08-09,86
2014-08-10,82
2014-08-11,93
2014-08-12,88
2014-08-13,96
2014-08-14,96
2014-08-15,90
2014-08-16,87
2014-08-17,80
2014-08-18,91
2014-08-19,89
2014-08-20,81
2014-08-21,83
2014-08-22,82
2014-08-23,74
2014-08-24,70
2014-08-25,80
2014-08-26,81
2014-08-27,79
2014-08-28,78
2014-08-29,77
2014-08-30,74
2014-08-31,75
2014-09-01,79
2014-09-02,81
2014-09-03,81
2014-09-04,80
2014-09-05,80
2014-09-06,75
2014-09-07,74
2014-09-08,82
2014-09-09,85
2014-09-10,80
2014-09-11,80
2014-09-12,81
2014-09-13,75
2014-09-14,73
2014-09-15,83
2014-09-16,83
2014-09-17,82
2014-09-18,78
2014-09-19,84
2014-09-20,71
2014-09-21,74
2014-09-22,76
2014-09-23,80
2014-09-24,79
2014-09-25,83
2014-09-26,76
2014-09-27,72
2014-09-28,71
2014-09-29,79
2014-09-30,76
2014-10-01,74
