date,AAPL
2012-01-01,6
2012-01-02,11
2012-01-03,20
2012-01-04,22
2012-01-05,24
2012-01-06,27
2012-01-07,12
2012-01-08,7
2012-01-09,26
2012-01-10,24
2012-01-11,23
2012-01-12,21
2012-01-13,24
2012-01-14,6
2012-01-15,6
2012-01-16,11
2012-01-17,20
2012-01-18,24
2012-01-19,27
2012-01-20,28
2012-01-21,12
2012-01-22,7
2012-01-23,28
2012-01-24,69
2012-01-25,100
2012-01-26,43
2012-01-27,33
2012-01-28,11
2012-01-29,10
2012-01-30,25
2012-01-31,31
2012-02-01,30
2012-02-02,26
2012-02-03,29
2012-02-04,11
2012-02-05,8
2012-02-06,26
2012-02-07,25
2012-02-08,30
2012-02-09,49
2012-02-10,44
2012-02-11,14
2012-02-12,10
2012-02-13,45
2012-02-14,49
2012-02-15,58
2012-02-16,56
2012-02-17,45
2012-02-18,15
2012-02-19,10
2012-02-20,21
2012-02-21,38
2012-02-22,36
2012-02-23,33
2012-02-24,35
2012-02-25,14
2012-02-26,11
2012-02-27,33
2012-02-28,42
2012-02-29,50
2012-03-01,46
2012-03-02,41
2012-03-03,15
2012-03-04,9
2012-03-05,40
2012-03-06,51
2012-03-07,73
2012-03-08,54
2012-03-09,40
2012-03-10,13
2012-03-11,10
2012-03-12,37
2012-03-13,51
2012-03-14,66
2012-03-15,69
2012-03-16,71
2012-03-17,19
2012-03-18,16
2012-03-19,100
2012-03-20,70
2012-03-21,57
2012-03-22,53
2012-03-23,61
2012-03-24,17
2012-03-25,13
2012-03-26,49
2012-03-27,49
2012-03-28,48
2012-03-29,43
2012-03-30,48
2012-03-31,15
2012-04-01,9
