date,META
2022-04-01,54
2022-04-02,46
2022-04-03,45
2022-04-04,61
2022-04-05,58
2022-04-06,54
2022-04-07,62
2022-04-08,54
2022-04-09,47
2022-04-10,44
2022-04-11,52
2022-04-12,52
2022-04-13,54
2022-04-14,62
2022-04-15,50
2022-04-16,48
2022-04-17,46
2022-04-18,53
2022-04-19,55
2022-04-20,63
2022-04-21,74
2022-04-22,56
2022-04-23,48
2022-04-24,48
2022-04-25,59
2022-04-26,68
2022-04-27,84
2022-04-28,100
2022-04-29,61
2022-04-30,50
2022-05-01,51
2022-05-02,59
2022-05-03,60
2022-05-04,57
2022-05-05,72
2022-05-06,58
2022-05-07,54
2022-05-08,46
2022-05-09,62
2022-05-10,60
2022-05-11,69
2022-05-12,63
2022-05-13,54
2022-05-14,46
2022-05-15,46
2022-05-16,53
2022-05-17,53
2022-05-18,55
2022-05-19,60
2022-05-20,55
2022-05-21,47
2022-05-22,45
2022-05-23,52
2022-05-24,60
2022-05-25,56
2022-05-26,63
2022-05-27,56
2022-05-28,48
2022-05-29,46
2022-05-30,52
2022-05-31,52
2022-06-01,55
2022-06-02,62
2022-06-03,55
2022-06-04,49
2022-06-05,52
2022-06-06,54
2022-06-07,54
2022-06-08,58
2022-06-09,70
2022-06-10,58
2022-06-11,54
2022-06-12,50
2022-06-13,60
2022-06-14,59
2022-06-15,58
2022-06-16,63
2022-06-17,60
2022-06-18,51
2022-06-19,49
2022-06-20,54
2022-06-21,62
2022-06-22,66
2022-06-23,73
2022-06-24,60
2022-06-25,55
2022-06-26,53
2022-06-27,58
2022-06-28,59
2022-06-29,59
2022-06-30,64
2022-07-01,58
