date,MSFT
2017-04-01,9
2017-04-02,5
2017-04-03,27
2017-04-04,27
2017-04-05,24
2017-04-06,27
2017-04-07,29
2017-04-08,12
2017-04-09,6
2017-04-10,23
2017-04-11,24
2017-04-12,25
2017-04-13,20
2017-04-14,14
2017-04-15,12
2017-04-16,6
2017-04-17,21
2017-04-18,23
2017-04-19,22
2017-04-20,27
2017-04-21,28
2017-04-22,11
2017-04-23,9
2017-04-24,35
2017-04-25,46
2017-04-26,43
2017-04-27,100
2017-04-28,80
2017-04-29,22
2017-04-30,7
2017-05-01,37
2017-05-02,56
2017-05-03,45
2017-05-04,37
2017-05-05,30
2017-05-06,8
2017-05-07,10
2017-05-08,27
2017-05-09,28
2017-05-10,35
2017-05-11,34
2017-05-12,29
2017-05-13,15
2017-05-14,9
2017-05-15,36
2017-05-16,39
2017-05-17,36
2017-05-18,35
2017-05-19,27
2017-05-20,8
2017-05-21,6
2017-05-22,25
2017-05-23,31
2017-05-24,30
2017-05-25,33
2017-05-26,37
2017-05-27,12
2017-05-28,11
2017-05-29,12
2017-05-30,33
2017-05-31,37
2017-06-01,32
2017-06-02,43
2017-06-03,14
2017-06-04,12
2017-06-05,37
2017-06-06,38
2017-06-07,40
2017-06-08,36
2017-06-09,44
2017-06-10,12
2017-06-11,7
2017-06-12,41
2017-06-13,39
2017-06-14,30
2017-06-15,38
2017-06-16,31
2017-06-17,11
2017-06-18,8
2017-06-19,35
2017-06-20,41
2017-06-21,35
2017-06-22,30
2017-06-23,29
2017-06-24,13
2017-06-25,7
2017-06-26,31
2017-06-27,28
2017-06-28,34
2017-06-29,31
2017-06-30,33
2017-07-01,9
