date,GOOG
2016-04-01,77
2016-04-02,75
2016-04-03,67
2016-04-04,78
2016-04-05,89
2016-04-06,79
2016-04-07,86
2016-04-08,76
2016-04-09,72
2016-04-10,68
2016-04-11,83
2016-04-12,88
2016-04-13,84
2016-04-14,77
2016-04-15,79
2016-04-16,75
2016-04-17,69
2016-04-18,89
2016-04-19,89
2016-04-20,84
2016-04-21,96
2016-04-22,100
2016-04-23,73
2016-04-24,71
2016-04-25,80
2016-04-26,86
2016-04-27,88
2016-04-28,92
2016-04-29,82
2016-04-30,68
2016-05-01,68
2016-05-02,82
2016-05-03,88
2016-05-04,80
2016-05-05,81
2016-05-06,76
2016-05-07,63
2016-05-08,62
2016-05-09,81
2016-05-10,85
2016-05-11,89
2016-05-12,78
2016-05-13,79
2016-05-14,62
2016-05-15,64
2016-05-16,79
2016-05-17,84
2016-05-18,81
2016-05-19,86
2016-05-20,80
2016-05-21,70
2016-05-22,73
2016-05-23,84
2016-05-24,84
2016-05-25,80
2016-05-26,78
2016-05-27,81
2016-05-28,64
2016-05-29,62
2016-05-30,75
2016-05-31,84
2016-06-01,79
2016-06-02,82
2016-06-03,80
2016-06-04,65
2016-06-05,61
2016-06-06,87
2016-06-07,76
2016-06-08,76
2016-06-09,80
2016-06-10,76
2016-06-11,70
2016-06-12,62
2016-06-13,75
2016-06-14,79
2016-06-15,77
2016-06-16,73
2016-06-17,78
2016-06-18,70
2016-06-19,70
2016-06-20,74
2016-06-21,74
2016-06-22,74
2016-06-23,74
2016-06-24,83
2016-06-25,63
2016-06-26,61
2016-06-27,80
2016-06-28,83
2016-06-29,78
2016-06-30,79
2016-07-01,75
