date,AMZN
2022-04-01,20
2022-04-02,7
2022-04-03,4
2022-04-04,21
2022-04-05,17
2022-04-06,19
2022-04-07,18
2022-04-08,17
2022-04-09,6
2022-04-10,5
2022-04-11,18
2022-04-12,19
2022-04-13,18
2022-04-14,19
2022-04-15,10
2022-04-16,4
2022-04-17,4
2022-04-18,18
2022-04-19,18
2022-04-20,21
2022-04-21,20
2022-04-22,21
2022-04-23,8
2022-04-24,6
2022-04-25,22
2022-04-26,27
2022-04-27,27
2022-04-28,78
2022-04-29,100
2022-04-30,24
2022-05-01,10
2022-05-02,49
2022-05-03,31
2022-05-04,30
2022-05-05,40
2022-05-06,37
2022-05-07,10
2022-05-08,6
2022-05-09,41
2022-05-10,36
2022-05-11,37
2022-05-12,35
2022-05-13,31
2022-05-14,10
2022-05-15,6
2022-05-16,26
2022-05-17,25
2022-05-18,29
2022-05-19,28
2022-05-20,26
2022-05-21,9
2022-05-22,6
2022-05-23,26
2022-05-24,32
2022-05-25,27
2022-05-26,29
2022-05-27,26
2022-05-28,8
2022-05-29,6
2022-05-30,9
2022-05-31,35
2022-06-01,35
2022-06-02,31
2022-06-03,39
2022-06-04,12
2022-06-05,10
2022-06-06,84
2022-06-07,57
2022-06-08,39
2022-06-09,33
2022-06-10,39
2022-06-11,11
2022-06-12,8
2022-06-13,45
2022-06-14,38
2022-06-15,33
2022-06-16,35
2022-06-17,27
2022-06-18,9
2022-06-19,6
2022-06-20,14
2022-06-21,30
2022-06-22,28
2022-06-23,24
2022-06-24,26
2022-06-25,7
2022-06-26,6
2022-06-27,25
2022-06-28,24
2022-06-29,22
2022-06-30,23
2022-07-01,22
