date,AAPL
2018-10-01,26
2018-10-02,24
2018-10-03,25
2018-10-04,28
2018-10-05,27
2018-10-06,6
2018-10-07,4
2018-10-08,24
2018-10-09,22
2018-10-10,30
2018-10-11,38
2018-10-12,34
2018-10-13,7
2018-10-14,5
2018-10-15,28
2018-10-16,29
2018-10-17,27
2018-10-18,22
2018-10-19,24
2018-10-20,7
2018-10-21,5
2018-10-22,24
2018-10-23,25
2018-10-24,26
2018-10-25,31
2018-10-26,30
2018-10-27,6
2018-10-28,4
2018-10-29,24
2018-10-30,34
2018-10-31,36
2018-11-01,92
2018-11-02,100
2018-11-03,13
2018-11-04,8
2018-11-05,48
2018-11-06,37
2018-11-07,35
2018-11-08,31
2018-11-09,29
2018-11-10,7
2018-11-11,4
2018-11-12,37
2018-11-13,43
2018-11-14,44
2018-11-15,45
2018-11-16,34
2018-11-17,10
2018-11-18,5
2018-11-19,41
2018-11-20,51
2018-11-21,39
2018-11-22,14
2018-11-23,25
2018-11-24,10
2018-11-25,7
2018-11-26,37
2018-11-27,42
2018-11-28,38
2018-11-29,35
2018-11-30,30
2018-12-01,8
2018-12-02,7
2018-12-03,37
2018-12-04,37
2018-12-05,20
2018-12-06,35
2018-12-07,32
2018-12-08,9
2018-12-09,6
2018-12-10,37
2018-12-11,34
2018-12-12,30
2018-12-13,30
2018-12-14,29
2018-12-15,10
2018-12-16,7
2018-12-17,26
2018-12-18,28
2018-12-19,28
2018-12-20,33
2018-12-21,40
2018-12-22,13
2018-12-23,7
2018-12-24,29
2018-12-25,11
2018-12-26,35
2018-12-27,39
2018-12-28,29
2018-12-29,8
2018-12-30,6
2018-12-31,28
2019-01-01,9
