date,MSFT
2019-01-01,16
2019-01-02,47
2019-01-03,61
2019-01-04,54
2019-01-05,15
2019-01-06,11
2019-01-07,45
2019-01-08,45
2019-01-09,45
2019-01-10,39
2019-01-11,41
2019-01-12,11
2019-01-13,8
2019-01-14,39
2019-01-15,47
2019-01-16,42
2019-01-17,45
2019-01-18,45
2019-01-19,14
2019-01-20,9
2019-01-21,13
2019-01-22,42
2019-01-23,38
2019-01-24,38
2019-01-25,37
2019-01-26,13
2019-01-27,9
2019-01-28,36
2019-01-29,47
2019-01-30,99
2019-01-31,100
2019-02-01,57
2019-02-02,16
2019-02-03,8
2019-02-04,43
2019-02-05,51
2019-02-06,50
2019-02-07,40
2019-02-08,35
2019-02-09,16
2019-02-10,6
2019-02-11,33
2019-02-12,33
2019-02-13,35
2019-02-14,35
2019-02-15,38
2019-02-16,16
2019-02-17,7
2019-02-18,14
2019-02-19,33
2019-02-20,31
2019-02-21,42
2019-02-22,44
2019-02-23,15
2019-02-24,10
2019-02-25,38
2019-02-26,35
2019-02-27,36
2019-02-28,37
2019-03-01,39
2019-03-02,14
2019-03-03,7
2019-03-04,38
2019-03-05,37
2019-03-06,29
2019-03-07,33
2019-03-08,28
2019-03-09,9
2019-03-10,8
2019-03-11,33
2019-03-12,36
2019-03-13,37
2019-03-14,40
2019-03-15,45
2019-03-16,14
2019-03-17,7
2019-03-18,43
2019-03-19,46
2019-03-20,48
2019-03-21,49
2019-03-22,44
2019-03-23,13
2019-03-24,9
2019-03-25,37
2019-03-26,45
2019-03-27,35
2019-03-28,37
2019-03-29,39
2019-03-30,11
2019-03-31,9
2019-04-01,36
