date,AMZN
2014-10-01,12
2014-10-02,9
2014-10-03,12
2014-10-04,4
2014-10-05,3
2014-10-06,8
2014-10-07,10
2014-10-08,11
2014-10-09,13
2014-10-10,8
2014-10-11,4
2014-10-12,5
2014-10-13,12
2014-10-14,13
2014-10-15,15
2014-10-16,17
2014-10-17,11
2014-10-18,6
2014-10-19,4
2014-10-20,13
2014-10-21,16
2014-10-22,15
2014-10-23,60
2014-10-24,100
2014-10-25,22
2014-10-26,11
2014-10-27,26
2014-10-28,24
2014-10-29,21
2014-10-30,17
2014-10-31,16
2014-11-01,8
2014-11-02,4
2014-11-03,12
2014-11-04,16
2014-11-05,16
2014-11-06,13
2014-11-07,15
2014-11-08,6
2014-11-09,5
2014-11-10,14
2014-11-11,17
2014-11-12,16
2014-11-13,18
2014-11-14,25
2014-11-15,9
2014-11-16,5
2014-11-17,17
2014-11-18,16
2014-11-19,15
2014-11-20,15
2014-11-21,15
2014-11-22,7
2014-11-23,4
2014-11-24,13
2014-11-25,15
2014-11-26,14
2014-11-27,7
2014-11-28,10
2014-11-29,8
2014-11-30,5
2014-12-01,18
2014-12-02,19
2014-12-03,20
2014-12-04,17
2014-12-05,13
2014-12-06,5
2014-12-07,4
2014-12-08,16
2014-12-09,14
2014-12-10,18
2014-12-11,13
2014-12-12,12
2014-12-13,4
2014-12-14,2
2014-12-15,12
2014-12-16,15
2014-12-17,13
2014-12-18,17
2014-12-19,12
2014-12-20,6
2014-12-21,4
2014-12-22,11
2014-12-23,14
2014-12-24,11
2014-12-25,4
2014-12-26,10
2014-12-27,7
2014-12-28,6
2014-12-29,12
2014-12-30,11
2014-12-31,10
2015-01-01,4
