date,GOOG
2021-10-01,70
2021-10-02,43
2021-10-03,42
2021-10-04,84
2021-10-05,72
2021-10-06,68
2021-10-07,66
2021-10-08,61
2021-10-09,47
2021-10-10,49
2021-10-11,68
2021-10-12,69
2021-10-13,67
2021-10-14,71
2021-10-15,63
2021-10-16,49
2021-10-17,43
2021-10-18,69
2021-10-19,70
2021-10-20,69
2021-10-21,69
2021-10-22,69
2021-10-23,50
2021-10-24,47
2021-10-25,73
2021-10-26,100
2021-10-27,99
2021-10-28,80
2021-10-29,73
2021-10-30,50
2021-10-31,50
2021-11-01,72
2021-11-02,73
2021-11-03,76
2021-11-04,70
2021-11-05,74
2021-11-06,51
2021-11-07,47
2021-11-08,76
2021-11-09,72
2021-11-10,74
2021-11-11,67
2021-11-12,73
2021-11-13,51
2021-11-14,47
2021-11-15,75
2021-11-16,66
2021-11-17,70
2021-11-18,79
2021-11-19,76
2021-11-20,49
2021-11-21,50
2021-11-22,77
2021-11-23,69
2021-11-24,70
2021-11-25,61
2021-11-26,73
2021-11-27,54
2021-11-28,52
2021-11-29,75
2021-11-30,76
2021-12-01,75
2021-12-02,71
2021-12-03,67
2021-12-04,53
2021-12-05,50
2021-12-06,74
2021-12-07,72
2021-12-08,73
2021-12-09,73
2021-12-10,74
2021-12-11,51
2021-12-12,53
2021-12-13,80
2021-12-14,69
2021-12-15,69
2021-12-16,66
2021-12-17,75
2021-12-18,55
2021-12-19,50
2021-12-20,74
2021-12-21,68
2021-12-22,68
2021-12-23,69
2021-12-24,57
2021-12-25,49
2021-12-26,48
2021-12-27,72
2021-12-28,70
2021-12-29,67
2021-12-30,75
2021-12-31,61
2022-01-01,54
