date,GOOG
2016-07-01,71
2016-07-02,59
2016-07-03,56
2016-07-04,65
2016-07-05,71
2016-07-06,68
2016-07-07,67
2016-07-08,68
2016-07-09,63
2016-07-10,58
2016-07-11,69
2016-07-12,73
2016-07-13,72
2016-07-14,66
2016-07-15,73
2016-07-16,68
2016-07-17,57
2016-07-18,71
2016-07-19,68
2016-07-20,75
2016-07-21,69
2016-07-22,69
2016-07-23,57
2016-07-24,59
2016-07-25,73
2016-07-26,69
2016-07-27,70
2016-07-28,100
2016-07-29,93
2016-07-30,57
2016-07-31,58
2016-08-01,72
2016-08-02,74
2016-08-03,69
2016-08-04,71
2016-08-05,74
2016-08-06,61
2016-08-07,58
2016-08-08,69
2016-08-09,72
2016-08-10,76
2016-08-11,74
2016-08-12,69
2016-08-13,57
2016-08-14,58
2016-08-15,71
2016-08-16,70
2016-08-17,69
2016-08-18,71
2016-08-19,67
2016-08-20,61
2016-08-21,55
2016-08-22,70
2016-08-23,71
2016-08-24,74
2016-08-25,66
2016-08-26,70
2016-08-27,55
2016-08-28,55
2016-08-29,71
2016-08-30,69
2016-08-31,72
2016-09-01,68
2016-09-02,69
2016-09-03,56
2016-09-04,57
2016-09-05,54
2016-09-06,75
2016-09-07,70
2016-09-08,67
2016-09-09,68
2016-09-10,57
2016-09-11,52
2016-09-12,72
2016-09-13,70
2016-09-14,71
2016-09-15,72
2016-09-16,71
2016-09-17,55
2016-09-18,55
2016-09-19,69
2016-09-20,67
2016-09-21,73
2016-09-22,75
2016-09-23,70
2016-09-24,56
2016-09-25,55
2016-09-26,73
2016-09-27,71
2016-09-28,70
2016-09-29,72
2016-09-30,69
2016-10-01,53
