date,AAPL
2021-01-01,13
2021-01-02,8
2021-01-03,6
2021-01-04,40
2021-01-05,39
2021-01-06,44
2021-01-07,45
2021-01-08,44
2021-01-09,11
2021-01-10,7
2021-01-11,37
2021-01-12,34
2021-01-13,39
2021-01-14,38
2021-01-15,31
2021-01-16,7
2021-01-17,6
2021-01-18,14
2021-01-19,32
2021-01-20,38
2021-01-21,46
2021-01-22,48
2021-01-23,16
2021-01-24,11
2021-01-25,62
2021-01-26,61
2021-01-27,100
2021-01-28,95
2021-01-29,65
2021-01-30,19
2021-01-31,12
2021-02-01,53
2021-02-02,48
2021-02-03,50
2021-02-04,53
2021-02-05,44
2021-02-06,13
2021-02-07,7
2021-02-08,42
2021-02-09,40
2021-02-10,38
2021-02-11,34
2021-02-12,31
2021-02-13,9
2021-02-14,6
2021-02-15,14
2021-02-16,33
2021-02-17,39
2021-02-18,41
2021-02-19,35
2021-02-20,10
2021-02-21,7
2021-02-22,40
2021-02-23,53
2021-02-24,46
2021-02-25,47
2021-02-26,47
2021-02-27,14
2021-02-28,10
2021-03-01,44
2021-03-02,44
2021-03-03,39
2021-03-04,45
2021-03-05,49
2021-03-06,12
2021-03-07,7
2021-03-08,50
2021-03-09,56
2021-03-10,45
2021-03-11,41
2021-03-12,42
2021-03-13,10
2021-03-14,5
2021-03-15,40
2021-03-16,40
2021-03-17,36
2021-03-18,39
2021-03-19,39
2021-03-20,8
2021-03-21,6
2021-03-22,37
2021-03-23,35
2021-03-24,30
2021-03-25,32
2021-03-26,32
2021-03-27,9
2021-03-28,5
2021-03-29,30
2021-03-30,33
2021-03-31,38
2021-04-01,32
