date,MSFT
2018-07-01,6
2018-07-02,20
2018-07-03,22
2018-07-04,11
2018-07-05,24
2018-07-06,26
2018-07-07,8
2018-07-08,5
2018-07-09,23
2018-07-10,28
2018-07-11,25
2018-07-12,31
2018-07-13,34
2018-07-14,11
2018-07-15,7
2018-07-16,28
2018-07-17,38
2018-07-18,43
2018-07-19,91
2018-07-20,100
2018-07-21,19
2018-07-22,11
2018-07-23,47
2018-07-24,45
2018-07-25,48
2018-07-26,55
2018-07-27,47
2018-07-28,10
2018-07-29,6
2018-07-30,36
2018-07-31,36
2018-08-01,35
2018-08-02,42
2018-08-03,34
2018-08-04,11
2018-08-05,5
2018-08-06,29
2018-08-07,33
2018-08-08,32
2018-08-09,35
2018-08-10,29
2018-08-11,11
2018-08-12,8
2018-08-13,27
2018-08-14,27
2018-08-15,33
2018-08-16,34
2018-08-17,26
2018-08-18,11
2018-08-19,4
2018-08-20,28
2018-08-21,29
2018-08-22,29
2018-08-23,28
2018-08-24,26
2018-08-25,9
2018-08-26,6
2018-08-27,31
2018-08-28,34
2018-08-29,38
2018-08-30,39
2018-08-31,34
2018-09-01,9
2018-09-02,7
2018-09-03,9
2018-09-04,32
2018-09-05,32
2018-09-06,33
2018-09-07,28
2018-09-08,10
2018-09-09,6
2018-09-10,27
2018-09-11,28
2018-09-12,34
2018-09-13,32
2018-09-14,29
2018-09-15,14
2018-09-16,6
2018-09-17,32
2018-09-18,35
2018-09-19,33
2018-09-20,37
2018-09-21,37
2018-09-22,9
2018-09-23,7
2018-09-24,31
2018-09-25,32
2018-09-26,34
2018-09-27,32
2018-09-28,26
2018-09-29,10
2018-09-30,7
2018-10-01,26
