date,META
2018-04-01,62
2018-04-02,79
2018-04-03,82
2018-04-04,81
2018-04-05,95
2018-04-06,79
2018-04-07,69
2018-04-08,69
2018-04-09,81
2018-04-10,81
2018-04-11,80
2018-04-12,94
2018-04-13,86
2018-04-14,72
2018-04-15,71
2018-04-16,82
2018-04-17,84
2018-04-18,84
2018-04-19,94
2018-04-20,84
2018-04-21,72
2018-04-22,69
2018-04-23,80
2018-04-24,82
2018-04-25,82
2018-04-26,98
2018-04-27,77
2018-04-28,73
2018-04-29,69
2018-04-30,78
2018-05-01,82
2018-05-02,84
2018-05-03,92
2018-05-04,82
2018-05-05,88
2018-05-06,78
2018-05-07,80
2018-05-08,86
2018-05-09,83
2018-05-10,98
2018-05-11,88
2018-05-12,93
2018-05-13,90
2018-05-14,84
2018-05-15,81
2018-05-16,83
2018-05-17,94
2018-05-18,74
2018-05-19,73
2018-05-20,69
2018-05-21,79
2018-05-22,83
2018-05-23,83
2018-05-24,100
2018-05-25,80
2018-05-26,65
2018-05-27,71
2018-05-28,78
2018-05-29,78
2018-05-30,79
2018-05-31,90
2018-06-01,81
2018-06-02,71
2018-06-03,73
2018-06-04,78
2018-06-05,86
2018-06-06,79
2018-06-07,89
2018-06-08,77
2018-06-09,69
2018-06-10,64
2018-06-11,79
2018-06-12,87
2018-06-13,90
2018-06-14,96
2018-06-15,80
2018-06-16,66
2018-06-17,64
2018-06-18,79
2018-06-19,80
2018-06-20,79
2018-06-21,88
2018-06-22,77
2018-06-23,67
2018-06-24,63
2018-06-25,74
2018-06-26,75
2018-06-27,78
2018-06-28,87
2018-06-29,73
2018-06-30,62
2018-07-01,58
