date,MSFT
2015-07-01,30
2015-07-02,29
2015-07-03,13
2015-07-04,8
2015-07-05,10
2015-07-06,30
2015-07-07,35
2015-07-08,60
2015-07-09,46
2015-07-10,39
2015-07-11,12
2015-07-12,9
2015-07-13,34
2015-07-14,34
2015-07-15,36
2015-07-16,37
2015-07-17,43
2015-07-18,20
2015-07-19,9
2015-07-20,33
2015-07-21,99
2015-07-22,100
2015-07-23,53
2015-07-24,34
2015-07-25,19
2015-07-26,12
2015-07-27,31
2015-07-28,31
2015-07-29,57
2015-07-30,49
2015-07-31,38
2015-08-01,15
2015-08-02,18
2015-08-03,33
2015-08-04,37
2015-08-05,37
2015-08-06,32
2015-08-07,25
2015-08-08,16
2015-08-09,15
2015-08-10,37
2015-08-11,36
2015-08-12,38
2015-08-13,28
2015-08-14,30
2015-08-15,14
2015-08-16,10
2015-08-17,30
2015-08-18,32
2015-08-19,31
2015-08-20,27
2015-08-21,46
2015-08-22,18
2015-08-23,15
2015-08-24,67
2015-08-25,59
2015-08-26,50
2015-08-27,49
2015-08-28,44
2015-08-29,16
2015-08-30,15
2015-08-31,35
2015-09-01,40
2015-09-02,43
2015-09-03,44
2015-09-04,37
2015-09-05,18
2015-09-06,12
2015-09-07,14
2015-09-08,30
2015-09-09,35
2015-09-10,37
2015-09-11,26
2015-09-12,11
2015-09-13,13
2015-09-14,29
2015-09-15,35
2015-09-16,40
2015-09-17,36
2015-09-18,30
2015-09-19,11
2015-09-20,15
2015-09-21,26
2015-09-22,31
2015-09-23,27
2015-09-24,24
2015-09-25,30
2015-09-26,15
2015-09-27,7
2015-09-28,31
2015-09-29,29
2015-09-30,28
2015-10-01,30
