date,MSFT
2017-07-01,6
2017-07-02,5
2017-07-03,23
2017-07-04,27
2017-07-05,22
2017-07-06,29
2017-07-07,21
2017-07-08,7
2017-07-09,5
2017-07-10,24
2017-07-11,22
2017-07-12,22
2017-07-13,19
2017-07-14,23
2017-07-15,8
2017-07-16,5
2017-07-17,27
2017-07-18,28
2017-07-19,36
2017-07-20,100
2017-07-21,81
2017-07-22,15
2017-07-23,9
2017-07-24,25
2017-07-25,28
2017-07-26,28
2017-07-27,28
2017-07-28,26
2017-07-29,8
2017-07-30,5
2017-07-31,22
2017-08-01,22
2017-08-02,29
2017-08-03,21
2017-08-04,21
2017-08-05,6
2017-08-06,4
2017-08-07,22
2017-08-08,23
2017-08-09,15
2017-08-10,18
2017-08-11,22
2017-08-12,7
2017-08-13,5
2017-08-14,19
2017-08-15,22
2017-08-16,20
2017-08-17,22
2017-08-18,19
2017-08-19,5
2017-08-20,6
2017-08-21,14
2017-08-22,20
2017-08-23,18
2017-08-24,16
2017-08-25,13
2017-08-26,6
2017-08-27,3
2017-08-28,14
2017-08-29,19
2017-08-30,18
2017-08-31,19
2017-09-01,21
2017-09-02,8
2017-09-03,5
2017-09-04,8
2017-09-05,16
2017-09-06,16
2017-09-07,20
2017-09-08,23
2017-09-09,7
2017-09-10,3
2017-09-11,17
2017-09-12,18
2017-09-13,17
2017-09-14,21
2017-09-15,22
2017-09-16,8
2017-09-17,6
2017-09-18,20
2017-09-19,22
2017-09-20,23
2017-09-21,15
2017-09-22,19
2017-09-23,8
2017-09-24,4
2017-09-25,19
2017-09-26,20
2017-09-27,17
2017-09-28,19
2017-09-29,16
2017-09-30,6
2017-10-01,6
