date,AMZN
2013-07-01,15
2013-07-02,26
2013-07-03,21
2013-07-04,9
2013-07-05,22
2013-07-06,8
2013-07-07,5
2013-07-08,20
2013-07-09,28
2013-07-10,27
2013-07-11,41
2013-07-12,48
2013-07-13,26
2013-07-14,9
2013-07-15,28
2013-07-16,35
2013-07-17,24
2013-07-18,29
2013-07-19,31
2013-07-20,10
2013-07-21,5
2013-07-22,29
2013-07-23,29
2013-07-24,28
2013-07-25,100
2013-07-26,99
2013-07-27,23
2013-07-28,16
2013-07-29,42
2013-07-30,43
2013-07-31,31
2013-08-01,35
2013-08-02,28
2013-08-03,15
2013-08-04,8
2013-08-05,33
2013-08-06,56
2013-08-07,33
2013-08-08,31
2013-08-09,25
2013-08-10,9
2013-08-11,11
2013-08-12,23
2013-08-13,28
2013-08-14,37
2013-08-15,30
2013-08-16,31
2013-08-17,6
2013-08-18,7
2013-08-19,25
2013-08-20,27
2013-08-21,32
2013-08-22,27
2013-08-23,28
2013-08-24,8
2013-08-25,7
2013-08-26,23
2013-08-27,27
2013-08-28,32
2013-08-29,21
2013-08-30,19
2013-08-31,10
2013-09-01,3
2013-09-02,11
2013-09-03,31
2013-09-04,33
2013-09-05,27
2013-09-06,23
2013-09-07,3
2013-09-08,7
2013-09-09,25
2013-09-10,23
2013-09-11,24
2013-09-12,27
2013-09-13,15
2013-09-14,8
2013-09-15,5
2013-09-16,22
2013-09-17,21
2013-09-18,33
2013-09-19,29
2013-09-20,36
2013-09-21,9
2013-09-22,12
2013-09-23,34
2013-09-24,30
2013-09-25,45
2013-09-26,32
2013-09-27,22
2013-09-28,12
2013-09-29,9
2013-09-30,23
2013-10-01,27
