date,MSFT
2017-10-01,6
2017-10-02,21
2017-10-03,17
2017-10-04,17
2017-10-05,24
2017-10-06,22
2017-10-07,9
2017-10-08,4
2017-10-09,16
2017-10-10,22
2017-10-11,22
2017-10-12,21
2017-10-13,25
2017-10-14,7
2017-10-15,7
2017-10-16,19
2017-10-17,26
2017-10-18,23
2017-10-19,23
2017-10-20,28
2017-10-21,9
2017-10-22,7
2017-10-23,19
2017-10-24,28
2017-10-25,29
2017-10-26,71
2017-10-27,100
2017-10-28,20
2017-10-29,11
2017-10-30,27
2017-10-31,35
2017-11-01,34
2017-11-02,32
2017-11-03,36
2017-11-04,12
2017-11-05,9
2017-11-06,26
2017-11-07,25
2017-11-08,24
2017-11-09,28
2017-11-10,20
2017-11-11,9
2017-11-12,6
2017-11-13,21
2017-11-14,23
2017-11-15,27
2017-11-16,27
2017-11-17,22
2017-11-18,8
2017-11-19,5
2017-11-20,20
2017-11-21,24
2017-11-22,21
2017-11-23,12
2017-11-24,11
2017-11-25,7
2017-11-26,5
2017-11-27,19
2017-11-28,25
2017-11-29,30
2017-11-30,31
2017-12-01,32
2017-12-02,12
2017-12-03,8
2017-12-04,31
2017-12-05,30
2017-12-06,25
2017-12-07,29
2017-12-08,29
2017-12-09,11
2017-12-10,6
2017-12-11,26
2017-12-12,28
2017-12-13,22
2017-12-14,29
2017-12-15,28
2017-12-16,12
2017-12-17,9
2017-12-18,29
2017-12-19,31
2017-12-20,26
2017-12-21,30
2017-12-22,27
2017-12-23,7
2017-12-24,6
2017-12-25,4
2017-12-26,18
2017-12-27,22
2017-12-28,22
2017-12-29,25
2017-12-30,10
2017-12-31,6
2018-01-01,8
