date,GOOG
2013-10-01,70
2013-10-02,67
2013-10-03,69
2013-10-04,66
2013-10-05,61
2013-10-06,61
2013-10-07,67
2013-10-08,71
2013-10-09,68
2013-10-10,67
2013-10-11,66
2013-10-12,62
2013-10-13,58
2013-10-14,67
2013-10-15,67
2013-10-16,65
2013-10-17,78
2013-10-18,100
2013-10-19,72
2013-10-20,63
2013-10-21,79
2013-10-22,77
2013-10-23,74
2013-10-24,69
2013-10-25,68
2013-10-26,60
2013-10-27,60
2013-10-28,73
2013-10-29,69
2013-10-30,68
2013-10-31,69
2013-11-01,62
2013-11-02,61
2013-11-03,56
2013-11-04,69
2013-11-05,70
2013-11-06,68
2013-11-07,72
2013-11-08,67
2013-11-09,62
2013-11-10,62
2013-11-11,67
2013-11-12,65
2013-11-13,68
2013-11-14,70
2013-11-15,69
2013-11-16,62
2013-11-17,61
2013-11-18,69
2013-11-19,67
2013-11-20,68
2013-11-21,68
2013-11-22,68
2013-11-23,63
2013-11-24,60
2013-11-25,68
2013-11-26,66
2013-11-27,67
2013-11-28,66
2013-11-29,61
2013-11-30,61
2013-12-01,61
2013-12-02,68
2013-12-03,67
2013-12-04,68
2013-12-05,68
2013-12-06,67
2013-12-07,57
2013-12-08,60
2013-12-09,67
2013-12-10,67
2013-12-11,67
2013-12-12,68
2013-12-13,66
2013-12-14,63
2013-12-15,61
2013-12-16,66
2013-12-17,65
2013-12-18,68
2013-12-19,65
2013-12-20,64
2013-12-21,59
2013-12-22,62
2013-12-23,67
2013-12-24,63
2013-12-25,70
2013-12-26,64
2013-12-27,63
2013-12-28,61
2013-12-29,59
2013-12-30,63
2013-12-31,62
2014-01-01,61
