date,META
2014-01-01,56
2014-01-02,66
2014-01-03,68
2014-01-04,57
2014-01-05,57
2014-01-06,66
2014-01-07,74
2014-01-08,75
2014-01-09,84
2014-01-10,78
2014-01-11,54
2014-01-12,58
2014-01-13,77
2014-01-14,77
2014-01-15,75
2014-01-16,81
2014-01-17,73
2014-01-18,60
2014-01-19,59
2014-01-20,73
2014-01-21,74
2014-01-22,77
2014-01-23,82
2014-01-24,77
2014-01-25,60
2014-01-26,58
2014-01-27,74
2014-01-28,79
2014-01-29,76
2014-01-30,83
2014-01-31,78
2014-02-01,60
2014-02-02,60
2014-02-03,73
2014-02-04,80
2014-02-05,79
2014-02-06,92
2014-02-07,80
2014-02-08,57
2014-02-09,60
2014-02-10,80
2014-02-11,78
2014-02-12,81
2014-02-13,82
2014-02-14,71
2014-02-15,54
2014-02-16,56
2014-02-17,82
2014-02-18,81
2014-02-19,76
2014-02-20,85
2014-02-21,82
2014-02-22,62
2014-02-23,59
2014-02-24,84
2014-02-25,80
2014-02-26,77
2014-02-27,87
2014-02-28,79
2014-03-01,59
2014-03-02,58
2014-03-03,73
2014-03-04,73
2014-03-05,82
2014-03-06,100
2014-03-07,80
2014-03-08,64
2014-03-09,61
2014-03-10,85
2014-03-11,82
2014-03-12,79
2014-03-13,82
2014-03-14,76
2014-03-15,60
2014-03-16,64
2014-03-17,79
2014-03-18,83
2014-03-19,78
2014-03-20,87
2014-03-21,79
2014-03-22,57
2014-03-23,57
2014-03-24,74
2014-03-25,77
2014-03-26,81
2014-03-27,84
2014-03-28,79
2014-03-29,61
2014-03-30,60
2014-03-31,78
2014-04-01,78
