date,AAPL
2015-10-01,35
2015-10-02,33
2015-10-03,9
2015-10-04,7
2015-10-05,34
2015-10-06,31
2015-10-07,30
2015-10-08,31
2015-10-09,29
2015-10-10,8
2015-10-11,5
2015-10-12,29
2015-10-13,32
2015-10-14,31
2015-10-15,30
2015-10-16,29
2015-10-17,7
2015-10-18,6
2015-10-19,27
2015-10-20,31
2015-10-21,31
2015-10-22,35
2015-10-23,44
2015-10-24,14
2015-10-25,10
2015-10-26,41
2015-10-27,100
2015-10-28,86
2015-10-29,48
2015-10-30,43
2015-10-31,11
2015-11-01,6
2015-11-02,38
2015-11-03,40
2015-11-04,39
2015-11-05,36
2015-11-06,34
2015-11-07,10
2015-11-08,7
2015-11-09,30
2015-11-10,41
2015-11-11,34
2015-11-12,30
2015-11-13,30
2015-11-14,9
2015-11-15,5
2015-11-16,28
2015-11-17,27
2015-11-18,33
2015-11-19,34
2015-11-20,33
2015-11-21,9
2015-11-22,6
2015-11-23,27
2015-11-24,28
2015-11-25,25
2015-11-26,8
2015-11-27,17
2015-11-28,9
2015-11-29,5
2015-11-30,25
2015-12-01,25
2015-12-02,27
2015-12-03,29
2015-12-04,26
2015-12-05,9
2015-12-06,6
2015-12-07,26
2015-12-08,26
2015-12-09,25
2015-12-10,25
2015-12-11,28
2015-12-12,8
2015-12-13,5
2015-12-14,28
2015-12-15,32
2015-12-16,35
2015-12-17,31
2015-12-18,36
2015-12-19,10
2015-12-20,7
2015-12-21,30
2015-12-22,31
2015-12-23,25
2015-12-24,21
2015-12-25,8
2015-12-26,6
2015-12-27,6
2015-12-28,26
2015-12-29,27
2015-12-30,23
2015-12-31,29
2016-01-01,9
