date,META
2014-07-01,79
2014-07-02,85
2014-07-03,93
2014-07-04,75
2014-07-05,67
2014-07-06,61
2014-07-07,81
2014-07-08,78
2014-07-09,74
2014-07-10,93
2014-07-11,83
2014-07-12,64
2014-07-13,62
2014-07-14,78
2014-07-15,86
2014-07-16,80
2014-07-17,89
2014-07-18,73
2014-07-19,60
2014-07-20,63
2014-07-21,82
2014-07-22,84
2014-07-23,85
2014-07-24,100
2014-07-25,77
2014-07-26,65
2014-07-27,63
2014-07-28,85
2014-07-29,83
2014-07-30,85
2014-07-31,89
2014-08-01,76
2014-08-02,61
2014-08-03,70
2014-08-04,82
2014-08-05,82
2014-08-06,83
2014-08-07,90
2014-08-08,84
2014-08-09,64
2014-08-10,67
2014-08-11,90
2014-08-12,82
2014-08-13,94
2014-08-14,98
2014-08-15,78
2014-08-16,67
2014-08-17,69
2014-08-18,78
2014-08-19,85
2014-08-20,92
2014-08-21,96
2014-08-22,82
2014-08-23,63
2014-08-24,71
2014-08-25,82
2014-08-26,84
2014-08-27,90
2014-08-28,92
2014-08-29,81
2014-08-30,64
2014-08-31,62
2014-09-01,81
2014-09-02,82
2014-09-03,84
2014-09-04,92
2014-09-05,84
2014-09-06,62
2014-09-07,63
2014-09-08,83
2014-09-09,84
2014-09-10,88
2014-09-11,95
2014-09-12,90
2014-09-13,64
2014-09-14,69
2014-09-15,88
2014-09-16,89
2014-09-17,87
2014-09-18,92
2014-09-19,84
2014-09-20,66
2014-09-21,63
2014-09-22,86
2014-09-23,83
2014-09-24,85
2014-09-25,91
2014-09-26,80
2014-09-27,69
2014-09-28,69
2014-09-29,85
2014-09-30,89
2014-10-01,83
