date,META
2018-01-01,17
2018-01-02,20
2018-01-03,21
2018-01-04,25
2018-01-05,22
2018-01-06,18
2018-01-07,18
2018-01-08,21
2018-01-09,23
2018-01-10,24
2018-01-11,26
2018-01-12,21
2018-01-13,17
2018-01-14,17
2018-01-15,22
2018-01-16,23
2018-01-17,24
2018-01-18,26
2018-01-19,22
2018-01-20,18
2018-01-21,18
2018-01-22,22
2018-01-23,23
2018-01-24,23
2018-01-25,26
2018-01-26,23
2018-01-27,20
2018-01-28,18
2018-01-29,23
2018-01-30,23
2018-01-31,24
2018-02-01,26
2018-02-02,24
2018-02-03,19
2018-02-04,18
2018-02-05,23
2018-02-06,30
2018-02-07,61
2018-02-08,58
2018-02-09,39
2018-02-10,41
2018-02-11,100
2018-02-12,38
2018-02-13,30
2018-02-14,27
2018-02-15,31
2018-02-16,27
2018-02-17,27
2018-02-18,33
2018-02-19,30
2018-02-20,30
2018-02-21,27
2018-02-22,32
2018-02-23,26
2018-02-24,23
2018-02-25,23
2018-02-26,24
2018-02-27,27
2018-02-28,25
2018-03-01,28
2018-03-02,23
2018-03-03,21
2018-03-04,19
2018-03-05,22
2018-03-06,23
2018-03-07,25
2018-03-08,29
2018-03-09,24
2018-03-10,20
2018-03-11,20
2018-03-12,26
2018-03-13,23
2018-03-14,24
2018-03-15,27
2018-03-16,24
2018-03-17,20
2018-03-18,20
2018-03-19,22
2018-03-20,23
2018-03-21,24
2018-03-22,28
2018-03-23,23
2018-03-24,20
2018-03-25,25
2018-03-26,25
2018-03-27,23
2018-03-28,23
2018-03-29,27
2018-03-30,20
2018-03-31,19
2018-04-01,18
