date,META
2015-04-01,78
2015-04-02,85
2015-04-03,66
2015-04-04,64
2015-04-05,61
2015-04-06,80
2015-04-07,89
2015-04-08,77
2015-04-09,97
2015-04-10,86
2015-04-11,62
2015-04-12,65
2015-04-13,84
2015-04-14,86
2015-04-15,78
2015-04-16,98
2015-04-17,81
2015-04-18,58
2015-04-19,71
2015-04-20,82
2015-04-21,85
2015-04-22,84
2015-04-23,92
2015-04-24,82
2015-04-25,65
2015-04-26,64
2015-04-27,83
2015-04-28,91
2015-04-29,84
2015-04-30,98
2015-05-01,74
2015-05-02,63
2015-05-03,63
2015-05-04,82
2015-05-05,88
2015-05-06,82
2015-05-07,100
2015-05-08,83
2015-05-09,65
2015-05-10,61
2015-05-11,86
2015-05-12,85
2015-05-13,82
2015-05-14,88
2015-05-15,78
2015-05-16,68
2015-05-17,68
2015-05-18,79
2015-05-19,82
2015-05-20,83
2015-05-21,96
2015-05-22,83
2015-05-23,60
2015-05-24,63
2015-05-25,79
2015-05-26,81
2015-05-27,86
2015-05-28,94
2015-05-29,82
2015-05-30,67
2015-05-31,78
2015-06-01,78
2015-06-02,85
2015-06-03,84
2015-06-04,90
2015-06-05,81
2015-06-06,59
2015-06-07,64
2015-06-08,76
2015-06-09,81
2015-06-10,81
2015-06-11,89
2015-06-12,82
2015-06-13,64
2015-06-14,63
2015-06-15,72
2015-06-16,79
2015-06-17,84
2015-06-18,88
2015-06-19,75
2015-06-20,63
2015-06-21,66
2015-06-22,79
2015-06-23,81
2015-06-24,80
2015-06-25,85
2015-06-26,80
2015-06-27,65
2015-06-28,65
2015-06-29,72
2015-06-30,75
2015-07-01,81
