date,MSFT
2021-01-01,9
2021-01-02,6
2021-01-03,4
2021-01-04,25
2021-01-05,26
2021-01-06,32
2021-01-07,32
2021-01-08,32
2021-01-09,8
2021-01-10,5
2021-01-11,22
2021-01-12,25
2021-01-13,25
2021-01-14,25
2021-01-15,25
2021-01-16,8
2021-01-17,4
2021-01-18,10
2021-01-19,22
2021-01-20,33
2021-01-21,32
2021-01-22,31
2021-01-23,12
2021-01-24,8
2021-01-25,37
2021-01-26,81
2021-01-27,100
2021-01-28,51
2021-01-29,41
2021-01-30,13
2021-01-31,8
2021-02-01,41
2021-02-02,41
2021-02-03,40
2021-02-04,35
2021-02-05,32
2021-02-06,10
2021-02-07,6
2021-02-08,29
2021-02-09,26
2021-02-10,27
2021-02-11,29
2021-02-12,30
2021-02-13,9
2021-02-14,5
2021-02-15,10
2021-02-16,26
2021-02-17,26
2021-02-18,26
2021-02-19,24
2021-02-20,7
2021-02-21,7
2021-02-22,26
2021-02-23,32
2021-02-24,29
2021-02-25,27
2021-02-26,27
2021-02-27,9
2021-02-28,5
2021-03-01,23
2021-03-02,26
2021-03-03,28
2021-03-04,30
2021-03-05,33
2021-03-06,10
2021-03-07,6
2021-03-08,29
2021-03-09,32
2021-03-10,27
2021-03-11,27
2021-03-12,29
2021-03-13,8
2021-03-14,5
2021-03-15,25
2021-03-16,25
2021-03-17,25
2021-03-18,23
2021-03-19,25
2021-03-20,8
2021-03-21,6
2021-03-22,22
2021-03-23,28
2021-03-24,25
2021-03-25,25
2021-03-26,24
2021-03-27,8
2021-03-28,4
2021-03-29,20
2021-03-30,22
2021-03-31,31
2021-04-01,36
