date,GOOG
2012-04-01,85
2012-04-02,86
2012-04-03,83
2012-04-04,83
2012-04-05,83
2012-04-06,84
2012-04-07,85
2012-04-08,82
2012-04-09,84
2012-04-10,85
2012-04-11,81
2012-04-12,93
2012-04-13,90
2012-04-14,84
2012-04-15,85
2012-04-16,83
2012-04-17,85
2012-04-18,81
2012-04-19,88
2012-04-20,86
2012-04-21,84
2012-04-22,80
2012-04-23,84
2012-04-24,89
2012-04-25,88
2012-04-26,90
2012-04-27,87
2012-04-28,89
2012-04-29,82
2012-04-30,90
2012-05-01,84
2012-05-02,86
2012-05-03,83
2012-05-04,83
2012-05-05,87
2012-05-06,81
2012-05-07,85
2012-05-08,87
2012-05-09,84
2012-05-10,87
2012-05-11,79
2012-05-12,84
2012-05-13,87
2012-05-14,80
2012-05-15,83
2012-05-16,88
2012-05-17,88
2012-05-18,100
2012-05-19,91
2012-05-20,90
2012-05-21,91
2012-05-22,94
2012-05-23,100
2012-05-24,87
2012-05-25,93
2012-05-26,85
2012-05-27,89
2012-05-28,81
2012-05-29,85
2012-05-30,87
2012-05-31,87
2012-06-01,92
2012-06-02,83
2012-06-03,84
2012-06-04,85
2012-06-05,83
2012-06-06,85
2012-06-07,82
2012-06-08,86
2012-06-09,87
2012-06-10,82
2012-06-11,84
2012-06-12,84
2012-06-13,78
2012-06-14,81
2012-06-15,85
2012-06-16,86
2012-06-17,80
2012-06-18,88
2012-06-19,84
2012-06-20,84
2012-06-21,81
2012-06-22,83
2012-06-23,88
2012-06-24,86
2012-06-25,84
2012-06-26,85
2012-06-27,86
2012-06-28,84
2012-06-29,82
2012-06-30,86
2012-07-01,83
