date,GOOG
2013-04-01,88
2013-04-02,85
2013-04-03,86
2013-04-04,82
2013-04-05,85
2013-04-06,74
2013-04-07,74
2013-04-08,81
2013-04-09,89
2013-04-10,83
2013-04-11,84
2013-04-12,81
2013-04-13,78
2013-04-14,76
2013-04-15,90
2013-04-16,88
2013-04-17,87
2013-04-18,96
2013-04-19,94
2013-04-20,82
2013-04-21,72
2013-04-22,88
2013-04-23,86
2013-04-24,89
2013-04-25,92
2013-04-26,86
2013-04-27,76
2013-04-28,75
2013-04-29,87
2013-04-30,87
2013-05-01,84
2013-05-02,91
2013-05-03,86
2013-05-04,80
2013-05-05,77
2013-05-06,84
2013-05-07,86
2013-05-08,88
2013-05-09,88
2013-05-10,90
2013-05-11,77
2013-05-12,79
2013-05-13,89
2013-05-14,92
2013-05-15,100
2013-05-16,97
2013-05-17,88
2013-05-18,76
2013-05-19,75
2013-05-20,87
2013-05-21,90
2013-05-22,87
2013-05-23,88
2013-05-24,81
2013-05-25,76
2013-05-26,73
2013-05-27,78
2013-05-28,82
2013-05-29,83
2013-05-30,83
2013-05-31,85
2013-06-01,78
2013-06-02,76
2013-06-03,85
2013-06-04,84
2013-06-05,85
2013-06-06,81
2013-06-07,83
2013-06-08,79
2013-06-09,80
2013-06-10,90
2013-06-11,81
2013-06-12,81
2013-06-13,80
2013-06-14,86
2013-06-15,78
2013-06-16,76
2013-06-17,83
2013-06-18,82
2013-06-19,88
2013-06-20,85
2013-06-21,85
2013-06-22,75
2013-06-23,81
2013-06-24,83
2013-06-25,84
2013-06-26,82
2013-06-27,80
2013-06-28,82
2013-06-29,79
2013-06-30,77
2013-07-01,85
