date,AMZN
2022-01-01,5
2022-01-02,4
2022-01-03,17
2022-01-04,13
2022-01-05,12
2022-01-06,11
2022-01-07,17
2022-01-08,5
2022-01-09,4
2022-01-10,17
2022-01-11,17
2022-01-12,14
2022-01-13,11
2022-01-14,13
2022-01-15,4
2022-01-16,3
2022-01-17,6
2022-01-18,16
2022-01-19,13
2022-01-20,17
2022-01-21,30
2022-01-22,13
2022-01-23,8
2022-01-24,32
2022-01-25,24
2022-01-26,22
2022-01-27,20
2022-01-28,23
2022-01-29,8
2022-01-30,5
2022-01-31,21
2022-02-01,22
2022-02-02,33
2022-02-03,100
2022-02-04,94
2022-02-05,16
2022-02-06,6
2022-02-07,31
2022-02-08,26
2022-02-09,23
2022-02-10,17
2022-02-11,18
2022-02-12,6
2022-02-13,5
2022-02-14,18
2022-02-15,19
2022-02-16,16
2022-02-17,17
2022-02-18,17
2022-02-19,7
2022-02-20,4
2022-02-21,7
2022-02-22,18
2022-02-23,17
2022-02-24,27
2022-02-25,19
2022-02-26,5
2022-02-27,4
2022-02-28,16
2022-03-01,13
2022-03-02,15
2022-03-03,15
2022-03-04,16
2022-03-05,6
2022-03-06,3
2022-03-07,20
2022-03-08,20
2022-03-09,35
2022-03-10,58
2022-03-11,30
2022-03-12,9
2022-03-13,6
2022-03-14,24
2022-03-15,21
2022-03-16,24
2022-03-17,23
2022-03-18,26
2022-03-19,8
2022-03-20,5
2022-03-21,21
2022-03-22,21
2022-03-23,20
2022-03-24,20
2022-03-25,18
2022-03-26,7
2022-03-27,5
2022-03-28,21
2022-03-29,22
2022-03-30,20
2022-03-31,19
2022-04-01,19
