date,GOOG
2016-01-01,67
2016-01-02,66
2016-01-03,65
2016-01-04,71
2016-01-05,70
2016-01-06,71
2016-01-07,76
2016-01-08,72
2016-01-09,65
2016-01-10,60
2016-01-11,78
2016-01-12,79
2016-01-13,79
2016-01-14,77
2016-01-15,73
2016-01-16,66
2016-01-17,60
2016-01-18,69
2016-01-19,74
2016-01-20,77
2016-01-21,74
2016-01-22,77
2016-01-23,60
2016-01-24,63
2016-01-25,76
2016-01-26,79
2016-01-27,81
2016-01-28,82
2016-01-29,77
2016-01-30,67
2016-01-31,66
2016-02-01,94
2016-02-02,100
2016-02-03,86
2016-02-04,84
2016-02-05,84
2016-02-06,67
2016-02-07,64
2016-02-08,81
2016-02-09,84
2016-02-10,79
2016-02-11,82
2016-02-12,74
2016-02-13,64
2016-02-14,64
2016-02-15,67
2016-02-16,78
2016-02-17,74
2016-02-18,79
2016-02-19,71
2016-02-20,65
2016-02-21,65
2016-02-22,79
2016-02-23,80
2016-02-24,77
2016-02-25,72
2016-02-26,79
2016-02-27,62
2016-02-28,63
2016-02-29,77
2016-03-01,78
2016-03-02,79
2016-03-03,74
2016-03-04,77
2016-03-05,61
2016-03-06,63
2016-03-07,76
2016-03-08,69
2016-03-09,73
2016-03-10,79
2016-03-11,68
2016-03-12,60
2016-03-13,60
2016-03-14,79
2016-03-15,76
2016-03-16,77
2016-03-17,76
2016-03-18,70
2016-03-19,60
2016-03-20,61
2016-03-21,72
2016-03-22,74
2016-03-23,71
2016-03-24,68
2016-03-25,71
2016-03-26,58
2016-03-27,55
2016-03-28,68
2016-03-29,75
2016-03-30,74
2016-03-31,71
2016-04-01,68
