date,GOOG
2015-04-01,93
2015-04-02,85
2015-04-03,82
2015-04-04,79
2015-04-05,77
2015-04-06,84
2015-04-07,87
2015-04-08,90
2015-04-09,87
2015-04-10,86
2015-04-11,76
2015-04-12,75
2015-04-13,89
2015-04-14,92
2015-04-15,85
2015-04-16,92
2015-04-17,91
2015-04-18,78
2015-04-19,78
2015-04-20,91
2015-04-21,88
2015-04-22,92
2015-04-23,100
2015-04-24,90
2015-04-25,78
2015-04-26,77
2015-04-27,91
2015-04-28,86
2015-04-29,90
2015-04-30,88
2015-05-01,88
2015-05-02,76
2015-05-03,78
2015-05-04,90
2015-05-05,82
2015-05-06,91
2015-05-07,87
2015-05-08,86
2015-05-09,78
2015-05-10,76
2015-05-11,86
2015-05-12,89
2015-05-13,84
2015-05-14,87
2015-05-15,88
2015-05-16,75
2015-05-17,76
2015-05-18,91
2015-05-19,88
2015-05-20,83
2015-05-21,88
2015-05-22,83
2015-05-23,75
2015-05-24,72
2015-05-25,75
2015-05-26,84
2015-05-27,78
2015-05-28,88
2015-05-29,84
2015-05-30,74
2015-05-31,77
2015-06-01,85
2015-06-02,81
2015-06-03,85
2015-06-04,84
2015-06-05,83
2015-06-06,74
2015-06-07,72
2015-06-08,84
2015-06-09,88
2015-06-10,82
2015-06-11,82
2015-06-12,83
2015-06-13,74
2015-06-14,71
2015-06-15,81
2015-06-16,78
2015-06-17,82
2015-06-18,80
2015-06-19,82
2015-06-20,75
2015-06-21,73
2015-06-22,77
2015-06-23,82
2015-06-24,81
2015-06-25,78
2015-06-26,73
2015-06-27,73
2015-06-28,77
2015-06-29,79
2015-06-30,82
2015-07-01,74
