date,MSFT
2014-10-01,48
2014-10-02,40
2014-10-03,30
2014-10-04,19
2014-10-05,16
2014-10-06,28
2014-10-07,38
2014-10-08,40
2014-10-09,47
2014-10-10,36
2014-10-11,22
2014-10-12,19
2014-10-13,39
2014-10-14,39
2014-10-15,53
2014-10-16,36
2014-10-17,36
2014-10-18,14
2014-10-19,7
2014-10-20,36
2014-10-21,41
2014-10-22,39
2014-10-23,83
2014-10-24,100
2014-10-25,20
2014-10-26,20
2014-10-27,47
2014-10-28,45
2014-10-29,39
2014-10-30,46
2014-10-31,44
2014-11-01,17
2014-11-02,13
2014-11-03,37
2014-11-04,42
2014-11-05,43
2014-11-06,44
2014-11-07,50
2014-11-08,21
2014-11-09,10
2014-11-10,37
2014-11-11,43
2014-11-12,41
2014-11-13,47
2014-11-14,56
2014-11-15,27
2014-11-16,13
2014-11-17,42
2014-11-18,46
2014-11-19,42
2014-11-20,33
2014-11-21,41
2014-11-22,23
2014-11-23,15
2014-11-24,39
2014-11-25,39
2014-11-26,45
2014-11-27,22
2014-11-28,20
2014-11-29,14
2014-11-30,13
2014-12-01,31
2014-12-02,39
2014-12-03,34
2014-12-04,45
2014-12-05,33
2014-12-06,19
2014-12-07,9
2014-12-08,38
2014-12-09,35
2014-12-10,30
2014-12-11,34
2014-12-12,32
2014-12-13,15
2014-12-14,11
2014-12-15,18
2014-12-16,43
2014-12-17,37
2014-12-18,37
2014-12-19,37
2014-12-20,15
2014-12-21,11
2014-12-22,26
2014-12-23,37
2014-12-24,23
2014-12-25,14
2014-12-26,34
2014-12-27,20
2014-12-28,11
2014-12-29,20
2014-12-30,29
2014-12-31,30
2015-01-01,12
