date,AMZN
2016-10-01,11
2016-10-02,6
2016-10-03,24
2016-10-04,27
2016-10-05,30
2016-10-06,24
2016-10-07,24
2016-10-08,8
2016-10-09,6
2016-10-10,22
2016-10-11,28
2016-10-12,22
2016-10-13,22
2016-10-14,21
2016-10-15,9
2016-10-16,4
2016-10-17,25
2016-10-18,27
2016-10-19,22
2016-10-20,21
2016-10-21,25
2016-10-22,7
2016-10-23,7
2016-10-24,30
2016-10-25,32
2016-10-26,31
2016-10-27,100
2016-10-28,97
2016-10-29,15
2016-10-30,9
2016-10-31,32
2016-11-01,36
2016-11-02,30
2016-11-03,32
2016-11-04,28
2016-11-05,8
2016-11-06,6
2016-11-07,36
2016-11-08,31
2016-11-09,67
2016-11-10,57
2016-11-11,46
2016-11-12,14
2016-11-13,6
2016-11-14,40
2016-11-15,47
2016-11-16,35
2016-11-17,28
2016-11-18,34
2016-11-19,13
2016-11-20,6
2016-11-21,37
2016-11-22,39
2016-11-23,32
2016-11-24,11
2016-11-25,23
2016-11-26,8
2016-11-27,6
2016-11-28,31
2016-11-29,34
2016-11-30,32
2016-12-01,30
2016-12-02,23
2016-12-03,9
2016-12-04,5
2016-12-05,36
2016-12-06,36
2016-12-07,33
2016-12-08,28
2016-12-09,25
2016-12-10,8
2016-12-11,5
2016-12-12,23
2016-12-13,29
2016-12-14,29
2016-12-15,25
2016-12-16,22
2016-12-17,10
2016-12-18,3
2016-12-19,21
2016-12-20,27
2016-12-21,23
2016-12-22,21
2016-12-23,23
2016-12-24,8
2016-12-25,5
2016-12-26,8
2016-12-27,22
2016-12-28,25
2016-12-29,24
2016-12-30,22
2016-12-31,7
2017-01-01,3
