date,AAPL
2017-10-01,5
2017-10-02,25
2017-10-03,26
2017-10-04,24
2017-10-05,28
2017-10-06,21
2017-10-07,7
2017-10-08,4
2017-10-09,24
2017-10-10,27
2017-10-11,24
2017-10-12,24
2017-10-13,24
2017-10-14,7
2017-10-15,5
2017-10-16,27
2017-10-17,29
2017-10-18,29
2017-10-19,36
2017-10-20,31
2017-10-21,7
2017-10-22,3
2017-10-23,28
2017-10-24,28
2017-10-25,25
2017-10-26,29
2017-10-27,49
2017-10-28,13
2017-10-29,6
2017-10-30,46
2017-10-31,46
2017-11-01,50
2017-11-02,90
2017-11-03,100
2017-11-04,18
2017-11-05,12
2017-11-06,44
2017-11-07,44
2017-11-08,40
2017-11-09,39
2017-11-10,32
2017-11-11,10
2017-11-12,6
2017-11-13,30
2017-11-14,30
2017-11-15,32
2017-11-16,32
2017-11-17,28
2017-11-18,6
2017-11-19,4
2017-11-20,27
2017-11-21,28
2017-11-22,28
2017-11-23,10
2017-11-24,17
2017-11-25,9
2017-11-26,5
2017-11-27,25
2017-11-28,28
2017-11-29,38
2017-11-30,36
2017-12-01,33
2017-12-02,10
2017-12-03,6
2017-12-04,35
2017-12-05,32
2017-12-06,29
2017-12-07,31
2017-12-08,30
2017-12-09,8
2017-12-10,5
2017-12-11,28
2017-12-12,27
2017-12-13,26
2017-12-14,27
2017-12-15,25
2017-12-16,8
2017-12-17,6
2017-12-18,28
2017-12-19,32
2017-12-20,27
2017-12-21,33
2017-12-22,28
2017-12-23,10
2017-12-24,6
2017-12-25,6
2017-12-26,33
2017-12-27,34
2017-12-28,28
2017-12-29,29
2017-12-30,8
2017-12-31,7
2018-01-01,7
