date,MSFT
2019-04-01,26
2019-04-02,31
2019-04-03,27
2019-04-04,28
2019-04-05,29
2019-04-06,8
2019-04-07,4
2019-04-08,25
2019-04-09,25
2019-04-10,25
2019-04-11,28
2019-04-12,27
2019-04-13,11
2019-04-14,8
2019-04-15,25
2019-04-16,27
2019-04-17,30
2019-04-18,31
2019-04-19,21
2019-04-20,7
2019-04-21,7
2019-04-22,29
2019-04-23,41
2019-04-24,83
2019-04-25,100
2019-04-26,62
2019-04-27,15
2019-04-28,11
2019-04-29,37
2019-04-30,45
2019-05-01,44
2019-05-02,37
2019-05-03,42
2019-05-04,13
2019-05-05,7
2019-05-06,33
2019-05-07,37
2019-05-08,30
2019-05-09,35
2019-05-10,32
2019-05-11,10
2019-05-12,7
2019-05-13,37
2019-05-14,35
2019-05-15,31
2019-05-16,35
2019-05-17,34
2019-05-18,13
2019-05-19,7
2019-05-20,28
2019-05-21,30
2019-05-22,25
2019-05-23,29
2019-05-24,21
2019-05-25,9
2019-05-26,5
2019-05-27,8
2019-05-28,23
2019-05-29,22
2019-05-30,21
2019-05-31,28
2019-06-01,6
2019-06-02,4
2019-06-03,29
2019-06-04,33
2019-06-05,30
2019-06-06,30
2019-06-07,37
2019-06-08,14
2019-06-09,8
2019-06-10,34
2019-06-11,37
2019-06-12,27
2019-06-13,31
2019-06-14,28
2019-06-15,8
2019-06-16,5
2019-06-17,27
2019-06-18,33
2019-06-19,36
2019-06-20,38
2019-06-21,37
2019-06-22,11
2019-06-23,6
2019-06-24,30
2019-06-25,34
2019-06-26,37
2019-06-27,30
2019-06-28,30
2019-06-29,8
2019-06-30,7
2019-07-01,35
