date,AMZN
2012-01-01,4
2012-01-02,7
2012-01-03,18
2012-01-04,20
2012-01-05,19
2012-01-06,22
2012-01-07,11
2012-01-08,6
2012-01-09,22
2012-01-10,20
2012-01-11,17
2012-01-12,24
2012-01-13,16
2012-01-14,7
2012-01-15,5
2012-01-16,7
2012-01-17,16
2012-01-18,26
2012-01-19,20
2012-01-20,24
2012-01-21,9
2012-01-22,8
2012-01-23,15
2012-01-24,23
2012-01-25,20
2012-01-26,23
2012-01-27,25
2012-01-28,9
2012-01-29,11
2012-01-30,35
2012-01-31,66
2012-02-01,100
2012-02-02,55
2012-02-03,39
2012-02-04,11
2012-02-05,10
2012-02-06,27
2012-02-07,21
2012-02-08,20
2012-02-09,26
2012-02-10,25
2012-02-11,12
2012-02-12,3
2012-02-13,14
2012-02-14,17
2012-02-15,14
2012-02-16,27
2012-02-17,23
2012-02-18,5
2012-02-19,8
2012-02-20,8
2012-02-21,17
2012-02-22,19
2012-02-23,17
2012-02-24,12
2012-02-25,7
2012-02-26,5
2012-02-27,12
2012-02-28,21
2012-02-29,21
2012-03-01,16
2012-03-02,16
2012-03-03,7
2012-03-04,4
2012-03-05,15
2012-03-06,14
2012-03-07,13
2012-03-08,17
2012-03-09,11
2012-03-10,5
2012-03-11,5
2012-03-12,14
2012-03-13,16
2012-03-14,15
2012-03-15,11
2012-03-16,13
2012-03-17,7
2012-03-18,6
2012-03-19,16
2012-03-20,20
2012-03-21,20
2012-03-22,19
2012-03-23,20
2012-03-24,6
2012-03-25,1
2012-03-26,20
2012-03-27,28
2012-03-28,21
2012-03-29,21
2012-03-30,16
2012-03-31,7
2012-04-01,7
