date,AMZN
2018-10-01,28
2018-10-02,32
2018-10-03,30
2018-10-04,33
2018-10-05,32
2018-10-06,7
2018-10-07,5
2018-10-08,30
2018-10-09,29
2018-10-10,45
2018-10-11,69
2018-10-12,51
2018-10-13,11
2018-10-14,6
2018-10-15,37
2018-10-16,37
2018-10-17,35
2018-10-18,34
2018-10-19,32
2018-10-20,8
2018-10-21,7
2018-10-22,30
2018-10-23,35
2018-10-24,45
2018-10-25,95
2018-10-26,100
2018-10-27,17
2018-10-28,9
2018-10-29,61
2018-10-30,71
2018-10-31,58
2018-11-01,53
2018-11-02,49
2018-11-03,13
2018-11-04,6
2018-11-05,39
2018-11-06,36
2018-11-07,44
2018-11-08,44
2018-11-09,37
2018-11-10,9
2018-11-11,6
2018-11-12,30
2018-11-13,38
2018-11-14,33
2018-11-15,36
2018-11-16,35
2018-11-17,9
2018-11-18,6
2018-11-19,39
2018-11-20,52
2018-11-21,40
2018-11-22,12
2018-11-23,24
2018-11-24,10
2018-11-25,7
2018-11-26,35
2018-11-27,37
2018-11-28,40
2018-11-29,43
2018-11-30,33
2018-12-01,11
2018-12-02,8
2018-12-03,47
2018-12-04,42
2018-12-05,20
2018-12-06,38
2018-12-07,34
2018-12-08,10
2018-12-09,6
2018-12-10,32
2018-12-11,33
2018-12-12,34
2018-12-13,34
2018-12-14,28
2018-12-15,9
2018-12-16,7
2018-12-17,34
2018-12-18,33
2018-12-19,34
2018-12-20,40
2018-12-21,42
2018-12-22,15
2018-12-23,7
2018-12-24,35
2018-12-25,14
2018-12-26,43
2018-12-27,48
2018-12-28,37
2018-12-29,10
2018-12-30,6
2018-12-31,32
2019-01-01,13
