date,GOOG
2017-04-01,58
2017-04-02,58
2017-04-03,77
2017-04-04,79
2017-04-05,74
2017-04-06,73
2017-04-07,74
2017-04-08,58
2017-04-09,56
2017-04-10,74
2017-04-11,76
2017-04-12,77
2017-04-13,73
2017-04-14,61
2017-04-15,60
2017-04-16,53
2017-04-17,66
2017-04-18,75
2017-04-19,76
2017-04-20,75
2017-04-21,72
2017-04-22,65
2017-04-23,59
2017-04-24,73
2017-04-25,75
2017-04-26,78
2017-04-27,97
2017-04-28,100
2017-04-29,60
2017-04-30,60
2017-05-01,75
2017-05-02,82
2017-05-03,84
2017-05-04,80
2017-05-05,79
2017-05-06,57
2017-05-07,61
2017-05-08,75
2017-05-09,80
2017-05-10,77
2017-05-11,76
2017-05-12,77
2017-05-13,60
2017-05-14,58
2017-05-15,79
2017-05-16,78
2017-05-17,80
2017-05-18,81
2017-05-19,73
2017-05-20,56
2017-05-21,57
2017-05-22,75
2017-05-23,79
2017-05-24,78
2017-05-25,82
2017-05-26,75
2017-05-27,57
2017-05-28,52
2017-05-29,65
2017-05-30,79
2017-05-31,75
2017-06-01,72
2017-06-02,77
2017-06-03,54
2017-06-04,54
2017-06-05,79
2017-06-06,80
2017-06-07,73
2017-06-08,77
2017-06-09,74
2017-06-10,51
2017-06-11,53
2017-06-12,76
2017-06-13,77
2017-06-14,73
2017-06-15,73
2017-06-16,67
2017-06-17,55
2017-06-18,53
2017-06-19,73
2017-06-20,67
2017-06-21,68
2017-06-22,67
2017-06-23,61
2017-06-24,52
2017-06-25,51
2017-06-26,70
2017-06-27,77
2017-06-28,73
2017-06-29,75
2017-06-30,78
2017-07-01,55
