date,AMZN
2012-04-01,6
2012-04-02,17
2012-04-03,18
2012-04-04,16
2012-04-05,17
2012-04-06,12
2012-04-07,3
2012-04-08,4
2012-04-09,8
2012-04-10,12
2012-04-11,16
2012-04-12,16
2012-04-13,14
2012-04-14,6
2012-04-15,6
2012-04-16,12
2012-04-17,13
2012-04-18,13
2012-04-19,8
2012-04-20,11
2012-04-21,3
2012-04-22,4
2012-04-23,15
2012-04-24,14
2012-04-25,18
2012-04-26,58
2012-04-27,100
2012-04-28,27
2012-04-29,10
2012-04-30,42
2012-05-01,31
2012-05-02,24
2012-05-03,30
2012-05-04,24
2012-05-05,7
2012-05-06,6
2012-05-07,18
2012-05-08,19
2012-05-09,19
2012-05-10,16
2012-05-11,16
2012-05-12,6
2012-05-13,4
2012-05-14,14
2012-05-15,17
2012-05-16,16
2012-05-17,11
2012-05-18,20
2012-05-19,5
2012-05-20,6
2012-05-21,20
2012-05-22,16
2012-05-23,14
2012-05-24,19
2012-05-25,13
2012-05-26,8
2012-05-27,4
2012-05-28,3
2012-05-29,15
2012-05-30,12
2012-05-31,11
2012-06-01,14
2012-06-02,3
2012-06-03,4
2012-06-04,11
2012-06-05,10
2012-06-06,9
2012-06-07,9
2012-06-08,9
2012-06-09,4
2012-06-10,2
2012-06-11,9
2012-06-12,9
2012-06-13,11
2012-06-14,10
2012-06-15,8
2012-06-16,3
2012-06-17,3
2012-06-18,13
2012-06-19,9
2012-06-20,11
2012-06-21,6
2012-06-22,10
2012-06-23,2
2012-06-24,2
2012-06-25,12
2012-06-26,14
2012-06-27,11
2012-06-28,10
2012-06-29,9
2012-06-30,3
2012-07-01,3
