date,META
2019-10-01,72
2019-10-02,76
2019-10-03,92
2019-10-04,72
2019-10-05,61
2019-10-06,59
2019-10-07,71
2019-10-08,76
2019-10-09,74
2019-10-10,85
2019-10-11,77
2019-10-12,59
2019-10-13,61
2019-10-14,69
2019-10-15,77
2019-10-16,75
2019-10-17,89
2019-10-18,76
2019-10-19,63
2019-10-20,67
2019-10-21,74
2019-10-22,76
2019-10-23,77
2019-10-24,96
2019-10-25,74
2019-10-26,63
2019-10-27,82
2019-10-28,96
2019-10-29,79
2019-10-30,72
2019-10-31,90
2019-11-01,68
2019-11-02,58
2019-11-03,70
2019-11-04,72
2019-11-05,74
2019-11-06,79
2019-11-07,94
2019-11-08,72
2019-11-09,63
2019-11-10,64
2019-11-11,74
2019-11-12,71
2019-11-13,76
2019-11-14,93
2019-11-15,72
2019-11-16,64
2019-11-17,60
2019-11-18,74
2019-11-19,75
2019-11-20,77
2019-11-21,100
2019-11-22,74
2019-11-23,58
2019-11-24,56
2019-11-25,69
2019-11-26,73
2019-11-27,71
2019-11-28,84
2019-11-29,68
2019-11-30,61
2019-12-01,61
2019-12-02,68
2019-12-03,72
2019-12-04,75
2019-12-05,86
2019-12-06,69
2019-12-07,56
2019-12-08,57
2019-12-09,61
2019-12-10,68
2019-12-11,73
2019-12-12,90
2019-12-13,75
2019-12-14,63
2019-12-15,69
2019-12-16,71
2019-12-17,71
2019-12-18,72
2019-12-19,90
2019-12-20,72
2019-12-21,57
2019-12-22,55
2019-12-23,59
2019-12-24,64
2019-12-25,54
2019-12-26,67
2019-12-27,78
2019-12-28,63
2019-12-29,68
2019-12-30,72
2019-12-31,66
2020-01-01,62
