date,META
2012-07-01,62
2012-07-02,82
2012-07-03,90
2012-07-04,93
2012-07-05,93
2012-07-06,82
2012-07-07,70
2012-07-08,66
2012-07-09,86
2012-07-10,82
2012-07-11,89
2012-07-12,93
2012-07-13,81
2012-07-14,69
2012-07-15,66
2012-07-16,89
2012-07-17,89
2012-07-18,86
2012-07-19,92
2012-07-20,81
2012-07-21,71
2012-07-22,70
2012-07-23,82
2012-07-24,88
2012-07-25,90
2012-07-26,94
2012-07-27,88
2012-07-28,65
2012-07-29,71
2012-07-30,78
2012-07-31,84
2012-08-01,83
2012-08-02,92
2012-08-03,93
2012-08-04,69
2012-08-05,65
2012-08-06,79
2012-08-07,99
2012-08-08,92
2012-08-09,95
2012-08-10,82
2012-08-11,72
2012-08-12,72
2012-08-13,86
2012-08-14,91
2012-08-15,82
2012-08-16,98
2012-08-17,86
2012-08-18,67
2012-08-19,77
2012-08-20,84
2012-08-21,85
2012-08-22,97
2012-08-23,97
2012-08-24,90
2012-08-25,71
2012-08-26,76
2012-08-27,89
2012-08-28,86
2012-08-29,87
2012-08-30,100
2012-08-31,88
2012-09-01,70
2012-09-02,65
2012-09-03,85
2012-09-04,93
2012-09-05,94
2012-09-06,94
2012-09-07,79
2012-09-08,68
2012-09-09,74
2012-09-10,87
2012-09-11,92
2012-09-12,88
2012-09-13,100
2012-09-14,85
2012-09-15,73
2012-09-16,75
2012-09-17,92
2012-09-18,88
2012-09-19,89
2012-09-20,97
2012-09-21,93
2012-09-22,70
2012-09-23,67
2012-09-24,86
2012-09-25,86
2012-09-26,89
2012-09-27,99
2012-09-28,89
2012-09-29,74
2012-09-30,80
2012-10-01,96
