date,META
2018-10-01,65
2018-10-02,68
2018-10-03,74
2018-10-04,87
2018-10-05,67
2018-10-06,55
2018-10-07,55
2018-10-08,65
2018-10-09,74
2018-10-10,72
2018-10-11,79
2018-10-12,66
2018-10-13,59
2018-10-14,57
2018-10-15,66
2018-10-16,71
2018-10-17,71
2018-10-18,85
2018-10-19,75
2018-10-20,64
2018-10-21,61
2018-10-22,77
2018-10-23,73
2018-10-24,75
2018-10-25,82
2018-10-26,70
2018-10-27,60
2018-10-28,58
2018-10-29,72
2018-10-30,72
2018-10-31,66
2018-11-01,79
2018-11-02,68
2018-11-03,58
2018-11-04,65
2018-11-05,71
2018-11-06,71
2018-11-07,70
2018-11-08,80
2018-11-09,71
2018-11-10,62
2018-11-11,63
2018-11-12,69
2018-11-13,75
2018-11-14,76
2018-11-15,81
2018-11-16,67
2018-11-17,58
2018-11-18,59
2018-11-19,75
2018-11-20,72
2018-11-21,71
2018-11-22,80
2018-11-23,64
2018-11-24,68
2018-11-25,58
2018-11-26,72
2018-11-27,72
2018-11-28,72
2018-11-29,84
2018-11-30,70
2018-12-01,67
2018-12-02,100
2018-12-03,75
2018-12-04,76
2018-12-05,76
2018-12-06,82
2018-12-07,70
2018-12-08,60
2018-12-09,63
2018-12-10,76
2018-12-11,70
2018-12-12,73
2018-12-13,87
2018-12-14,73
2018-12-15,58
2018-12-16,61
2018-12-17,68
2018-12-18,71
2018-12-19,66
2018-12-20,78
2018-12-21,63
2018-12-22,52
2018-12-23,48
2018-12-24,58
2018-12-25,50
2018-12-26,56
2018-12-27,74
2018-12-28,63
2018-12-29,59
2018-12-30,60
2018-12-31,79
2019-01-01,63
