date,GOOG
2018-10-01,70
2018-10-02,69
2018-10-03,65
2018-10-04,73
2018-10-05,74
2018-10-06,51
2018-10-07,50
2018-10-08,72
2018-10-09,73
2018-10-10,76
2018-10-11,81
2018-10-12,76
2018-10-13,50
2018-10-14,49
2018-10-15,78
2018-10-16,75
2018-10-17,77
2018-10-18,65
2018-10-19,64
2018-10-20,46
2018-10-21,49
2018-10-22,70
2018-10-23,77
2018-10-24,74
2018-10-25,100
2018-10-26,91
2018-10-27,53
2018-10-28,46
2018-10-29,80
2018-10-30,84
2018-10-31,69
2018-11-01,74
2018-11-02,65
2018-11-03,50
2018-11-04,44
2018-11-05,70
2018-11-06,65
2018-11-07,71
2018-11-08,65
2018-11-09,68
2018-11-10,47
2018-11-11,48
2018-11-12,72
2018-11-13,75
2018-11-14,71
2018-11-15,66
2018-11-16,67
2018-11-17,52
2018-11-18,50
2018-11-19,75
2018-11-20,75
2018-11-21,71
2018-11-22,52
2018-11-23,57
2018-11-24,50
2018-11-25,46
2018-11-26,72
2018-11-27,73
2018-11-28,64
2018-11-29,72
2018-11-30,65
2018-12-01,49
2018-12-02,47
2018-12-03,71
2018-12-04,72
2018-12-05,63
2018-12-06,75
2018-12-07,69
2018-12-08,52
2018-12-09,47
2018-12-10,66
2018-12-11,72
2018-12-12,68
2018-12-13,68
2018-12-14,60
2018-12-15,50
2018-12-16,49
2018-12-17,62
2018-12-18,64
2018-12-19,69
2018-12-20,72
2018-12-21,67
2018-12-22,50
2018-12-23,47
2018-12-24,62
2018-12-25,51
2018-12-26,64
2018-12-27,67
2018-12-28,53
2018-12-29,47
2018-12-30,46
2018-12-31,55
2019-01-01,48
