date,AAPL
2017-07-01,6
2017-07-02,4
2017-07-03,22
2017-07-04,17
2017-07-05,23
2017-07-06,23
2017-07-07,20
2017-07-08,5
2017-07-09,6
2017-07-10,21
2017-07-11,22
2017-07-12,23
2017-07-13,22
2017-07-14,20
2017-07-15,7
2017-07-16,3
2017-07-17,24
2017-07-18,26
2017-07-19,28
2017-07-20,24
2017-07-21,21
2017-07-22,5
2017-07-23,4
2017-07-24,24
2017-07-25,30
2017-07-26,26
2017-07-27,34
2017-07-28,27
2017-07-29,7
2017-07-30,4
2017-07-31,29
2017-08-01,79
2017-08-02,100
2017-08-03,42
2017-08-04,35
2017-08-05,7
2017-08-06,6
2017-08-07,31
2017-08-08,34
2017-08-09,33
2017-08-10,32
2017-08-11,32
2017-08-12,7
2017-08-13,5
2017-08-14,29
2017-08-15,33
2017-08-16,31
2017-08-17,29
2017-08-18,25
2017-08-19,7
2017-08-20,4
2017-08-21,21
2017-08-22,23
2017-08-23,25
2017-08-24,24
2017-08-25,23
2017-08-26,7
2017-08-27,4
2017-08-28,25
2017-08-29,31
2017-08-30,28
2017-08-31,32
2017-09-01,27
2017-09-02,7
2017-09-03,5
2017-09-04,7
2017-09-05,26
2017-09-06,26
2017-09-07,24
2017-09-08,23
2017-09-09,5
2017-09-10,4
2017-09-11,32
2017-09-12,91
2017-09-13,58
2017-09-14,37
2017-09-15,32
2017-09-16,8
2017-09-17,6
2017-09-18,29
2017-09-19,28
2017-09-20,34
2017-09-21,31
2017-09-22,35
2017-09-23,9
2017-09-24,7
2017-09-25,36
2017-09-26,34
2017-09-27,32
2017-09-28,28
2017-09-29,23
2017-09-30,6
2017-10-01,5
