date,MSFT
2014-04-01,62
2014-04-02,71
2014-04-03,59
2014-04-04,66
2014-04-05,21
2014-04-06,13
2014-04-07,51
2014-04-08,48
2014-04-09,53
2014-04-10,46
2014-04-11,48
2014-04-12,20
2014-04-13,11
2014-04-14,40
2014-04-15,48
2014-04-16,44
2014-04-17,45
2014-04-18,30
2014-04-19,14
2014-04-20,13
2014-04-21,39
2014-04-22,45
2014-04-23,52
2014-04-24,87
2014-04-25,100
2014-04-26,26
2014-04-27,18
2014-04-28,52
2014-04-29,44
2014-04-30,46
2014-05-01,52
2014-05-02,39
2014-05-03,23
2014-05-04,16
2014-05-05,32
2014-05-06,38
2014-05-07,47
2014-05-08,46
2014-05-09,35
2014-05-10,16
2014-05-11,9
2014-05-12,38
2014-05-13,46
2014-05-14,40
2014-05-15,45
2014-05-16,31
2014-05-17,13
2014-05-18,12
2014-05-19,39
2014-05-20,46
2014-05-21,42
2014-05-22,46
2014-05-23,34
2014-05-24,18
2014-05-25,10
2014-05-26,11
2014-05-27,40
2014-05-28,44
2014-05-29,36
2014-05-30,34
2014-05-31,16
2014-06-01,15
2014-06-02,42
2014-06-03,35
2014-06-04,38
2014-06-05,36
2014-06-06,55
2014-06-07,19
2014-06-08,18
2014-06-09,31
2014-06-10,43
2014-06-11,38
2014-06-12,35
2014-06-13,38
2014-06-14,14
2014-06-15,7
2014-06-16,32
2014-06-17,42
2014-06-18,38
2014-06-19,39
2014-06-20,37
2014-06-21,17
2014-06-22,10
2014-06-23,28
2014-06-24,31
2014-06-25,38
2014-06-26,34
2014-06-27,37
2014-06-28,21
2014-06-29,14
2014-06-30,38
2014-07-01,39
