date,AAPL
2013-10-01,50
2013-10-02,46
2013-10-03,38
2013-10-04,39
2013-10-05,10
2013-10-06,11
2013-10-07,43
2013-10-08,42
2013-10-09,44
2013-10-10,44
2013-10-11,37
2013-10-12,12
2013-10-13,8
2013-10-14,39
2013-10-15,49
2013-10-16,46
2013-10-17,45
2013-10-18,53
2013-10-19,17
2013-10-20,12
2013-10-21,57
2013-10-22,95
2013-10-23,66
2013-10-24,59
2013-10-25,54
2013-10-26,16
2013-10-27,13
2013-10-28,100
2013-10-29,94
2013-10-30,52
2013-10-31,46
2013-11-01,43
2013-11-02,14
2013-11-03,9
2013-11-04,38
2013-11-05,41
2013-11-06,41
2013-11-07,39
2013-11-08,37
2013-11-09,14
2013-11-10,11
2013-11-11,35
2013-11-12,35
2013-11-13,35
2013-11-14,34
2013-11-15,35
2013-11-16,10
2013-11-17,9
2013-11-18,36
2013-11-19,33
2013-11-20,32
2013-11-21,34
2013-11-22,33
2013-11-23,9
2013-11-24,7
2013-11-25,27
2013-11-26,36
2013-11-27,41
2013-11-28,18
2013-11-29,36
2013-11-30,16
2013-12-01,11
2013-12-02,44
2013-12-03,50
2013-12-04,47
2013-12-05,59
2013-12-06,49
2013-12-07,16
2013-12-08,10
2013-12-09,41
2013-12-10,39
2013-12-11,38
2013-12-12,32
2013-12-13,31
2013-12-14,11
2013-12-15,9
2013-12-16,35
2013-12-17,35
2013-12-18,40
2013-12-19,37
2013-12-20,38
2013-12-21,14
2013-12-22,16
2013-12-23,67
2013-12-24,48
2013-12-25,16
2013-12-26,34
2013-12-27,37
2013-12-28,14
2013-12-29,10
2013-12-30,36
2013-12-31,39
2014-01-01,13
