date,META
2015-10-01,86
2015-10-02,69
2015-10-03,66
2015-10-04,65
2015-10-05,81
2015-10-06,74
2015-10-07,80
2015-10-08,86
2015-10-09,79
2015-10-10,70
2015-10-11,64
2015-10-12,73
2015-10-13,84
2015-10-14,84
2015-10-15,90
2015-10-16,78
2015-10-17,68
2015-10-18,70
2015-10-19,86
2015-10-20,77
2015-10-21,85
2015-10-22,95
2015-10-23,80
2015-10-24,66
2015-10-25,81
2015-10-26,100
2015-10-27,83
2015-10-28,90
2015-10-29,93
2015-10-30,71
2015-10-31,71
2015-11-01,68
2015-11-02,84
2015-11-03,83
2015-11-04,75
2015-11-05,83
2015-11-06,78
2015-11-07,64
2015-11-08,72
2015-11-09,75
2015-11-10,75
2015-11-11,83
2015-11-12,90
2015-11-13,74
2015-11-14,70
2015-11-15,66
2015-11-16,73
2015-11-17,74
2015-11-18,80
2015-11-19,93
2015-11-20,76
2015-11-21,56
2015-11-22,58
2015-11-23,76
2015-11-24,86
2015-11-25,82
2015-11-26,87
2015-11-27,69
2015-11-28,71
2015-11-29,72
2015-11-30,73
2015-12-01,80
2015-12-02,85
2015-12-03,94
2015-12-04,78
2015-12-05,64
2015-12-06,67
2015-12-07,69
2015-12-08,71
2015-12-09,72
2015-12-10,86
2015-12-11,70
2015-12-12,62
2015-12-13,66
2015-12-14,84
2015-12-15,79
2015-12-16,83
2015-12-17,92
2015-12-18,72
2015-12-19,59
2015-12-20,57
2015-12-21,67
2015-12-22,66
2015-12-23,68
2015-12-24,82
2015-12-25,56
2015-12-26,56
2015-12-27,58
2015-12-28,66
2015-12-29,70
2015-12-30,68
2015-12-31,78
2016-01-01,57
