date,META
2015-07-01,74
2015-07-02,89
2015-07-03,71
2015-07-04,57
2015-07-05,58
2015-07-06,73
2015-07-07,76
2015-07-08,71
2015-07-09,77
2015-07-10,67
2015-07-11,57
2015-07-12,59
2015-07-13,67
2015-07-14,71
2015-07-15,73
2015-07-16,82
2015-07-17,72
2015-07-18,59
2015-07-19,56
2015-07-20,70
2015-07-21,71
2015-07-22,72
2015-07-23,77
2015-07-24,72
2015-07-25,56
2015-07-26,55
2015-07-27,74
2015-07-28,69
2015-07-29,77
2015-07-30,84
2015-07-31,84
2015-08-01,71
2015-08-02,64
2015-08-03,83
2015-08-04,92
2015-08-05,100
2015-08-06,96
2015-08-07,90
2015-08-08,75
2015-08-09,65
2015-08-10,77
2015-08-11,79
2015-08-12,78
2015-08-13,87
2015-08-14,72
2015-08-15,62
2015-08-16,60
2015-08-17,74
2015-08-18,84
2015-08-19,72
2015-08-20,90
2015-08-21,76
2015-08-22,58
2015-08-23,60
2015-08-24,71
2015-08-25,86
2015-08-26,79
2015-08-27,86
2015-08-28,77
2015-08-29,60
2015-08-30,60
2015-08-31,76
2015-09-01,82
2015-09-02,79
2015-09-03,95
2015-09-04,75
2015-09-05,61
2015-09-06,68
2015-09-07,70
2015-09-08,78
2015-09-09,83
2015-09-10,92
2015-09-11,77
2015-09-12,58
2015-09-13,64
2015-09-14,75
2015-09-15,77
2015-09-16,79
2015-09-17,86
2015-09-18,78
2015-09-19,59
2015-09-20,60
2015-09-21,77
2015-09-22,76
2015-09-23,78
2015-09-24,87
2015-09-25,77
2015-09-26,66
2015-09-27,64
2015-09-28,76
2015-09-29,80
2015-09-30,84
2015-10-01,85
