date,AMZN
2015-01-01,5
2015-01-02,15
2015-01-03,7
2015-01-04,6
2015-01-05,15
2015-01-06,15
2015-01-07,18
2015-01-08,14
2015-01-09,13
2015-01-10,7
2015-01-11,7
2015-01-12,10
2015-01-13,13
2015-01-14,15
2015-01-15,16
2015-01-16,17
2015-01-17,6
2015-01-18,4
2015-01-19,9
2015-01-20,15
2015-01-21,17
2015-01-22,21
2015-01-23,22
2015-01-24,10
2015-01-25,6
2015-01-26,14
2015-01-27,21
2015-01-28,21
2015-01-29,60
2015-01-30,100
2015-01-31,21
2015-02-01,10
2015-02-02,32
2015-02-03,32
2015-02-04,25
2015-02-05,33
2015-02-06,25
2015-02-07,11
2015-02-08,5
2015-02-09,18
2015-02-10,17
2015-02-11,17
2015-02-12,22
2015-02-13,20
2015-02-14,11
2015-02-15,5
2015-02-16,15
2015-02-17,20
2015-02-18,20
2015-02-19,18
2015-02-20,16
2015-02-21,8
2015-02-22,5
2015-02-23,16
2015-02-24,17
2015-02-25,17
2015-02-26,19
2015-02-27,14
2015-02-28,8
2015-03-01,2
2015-03-02,13
2015-03-03,14
2015-03-04,14
2015-03-05,12
2015-03-06,18
2015-03-07,10
2015-03-08,3
2015-03-09,12
2015-03-10,14
2015-03-11,15
2015-03-12,12
2015-03-13,12
2015-03-14,6
2015-03-15,4
2015-03-16,13
2015-03-17,10
2015-03-18,14
2015-03-19,12
2015-03-20,11
2015-03-21,6
2015-03-22,3
2015-03-23,13
2015-03-24,13
2015-03-25,6
2015-03-26,11
2015-03-27,9
2015-03-28,4
2015-03-29,4
2015-03-30,9
2015-03-31,15
2015-04-01,11
