date,AMZN
2019-10-01,24
2019-10-02,24
2019-10-03,27
2019-10-04,23
2019-10-05,8
2019-10-06,7
2019-10-07,21
2019-10-08,22
2019-10-09,20
2019-10-10,23
2019-10-11,25
2019-10-12,9
2019-10-13,6
2019-10-14,20
2019-10-15,27
2019-10-16,25
2019-10-17,25
2019-10-18,25
2019-10-19,8
2019-10-20,9
2019-10-21,26
2019-10-22,26
2019-10-23,27
2019-10-24,67
2019-10-25,100
2019-10-26,21
2019-10-27,11
2019-10-28,36
2019-10-29,30
2019-10-30,26
2019-10-31,27
2019-11-01,25
2019-11-02,8
2019-11-03,6
2019-11-04,24
2019-11-05,26
2019-11-06,24
2019-11-07,26
2019-11-08,24
2019-11-09,8
2019-11-10,5
2019-11-11,18
2019-11-12,22
2019-11-13,22
2019-11-14,23
2019-11-15,24
2019-11-16,11
2019-11-17,7
2019-11-18,22
2019-11-19,24
2019-11-20,24
2019-11-21,21
2019-11-22,21
2019-11-23,9
2019-11-24,4
2019-11-25,21
2019-11-26,25
2019-11-27,24
2019-11-28,12
2019-11-29,18
2019-11-30,7
2019-12-01,7
2019-12-02,25
2019-12-03,26
2019-12-04,26
2019-12-05,22
2019-12-06,24
2019-12-07,10
2019-12-08,7
2019-12-09,19
2019-12-10,22
2019-12-11,18
2019-12-12,23
2019-12-13,23
2019-12-14,8
2019-12-15,6
2019-12-16,24
2019-12-17,26
2019-12-18,23
2019-12-19,25
2019-12-20,23
2019-12-21,9
2019-12-22,5
2019-12-23,20
2019-12-24,17
2019-12-25,7
2019-12-26,32
2019-12-27,44
2019-12-28,11
2019-12-29,7
2019-12-30,25
2019-12-31,26
2020-01-01,11
