date,META
2018-07-01,60
2018-07-02,68
2018-07-03,72
2018-07-04,81
2018-07-05,94
2018-07-06,76
2018-07-07,65
2018-07-08,68
2018-07-09,80
2018-07-10,83
2018-07-11,80
2018-07-12,95
2018-07-13,74
2018-07-14,71
2018-07-15,63
2018-07-16,79
2018-07-17,83
2018-07-18,83
2018-07-19,92
2018-07-20,80
2018-07-21,69
2018-07-22,71
2018-07-23,80
2018-07-24,85
2018-07-25,80
2018-07-26,94
2018-07-27,74
2018-07-28,65
2018-07-29,68
2018-07-30,78
2018-07-31,77
2018-08-01,83
2018-08-02,98
2018-08-03,83
2018-08-04,65
2018-08-05,67
2018-08-06,74
2018-08-07,76
2018-08-08,88
2018-08-09,100
2018-08-10,82
2018-08-11,70
2018-08-12,71
2018-08-13,82
2018-08-14,86
2018-08-15,83
2018-08-16,100
2018-08-17,84
2018-08-18,68
2018-08-19,66
2018-08-20,74
2018-08-21,84
2018-08-22,75
2018-08-23,89
2018-08-24,75
2018-08-25,62
2018-08-26,67
2018-08-27,79
2018-08-28,85
2018-08-29,80
2018-08-30,91
2018-08-31,78
2018-09-01,68
2018-09-02,60
2018-09-03,76
2018-09-04,78
2018-09-05,73
2018-09-06,97
2018-09-07,84
2018-09-08,66
2018-09-09,62
2018-09-10,73
2018-09-11,78
2018-09-12,79
2018-09-13,87
2018-09-14,80
2018-09-15,68
2018-09-16,67
2018-09-17,73
2018-09-18,80
2018-09-19,82
2018-09-20,92
2018-09-21,74
2018-09-22,63
2018-09-23,58
2018-09-24,75
2018-09-25,79
2018-09-26,83
2018-09-27,90
2018-09-28,76
2018-09-29,66
2018-09-30,66
2018-10-01,71
