date,MSFT
2016-01-01,8
2016-01-02,10
2016-01-03,11
2016-01-04,38
2016-01-05,36
2016-01-06,28
2016-01-07,40
2016-01-08,46
2016-01-09,9
2016-01-10,10
2016-01-11,28
2016-01-12,27
2016-01-13,38
2016-01-14,32
2016-01-15,40
2016-01-16,18
2016-01-17,12
2016-01-18,15
2016-01-19,31
2016-01-20,39
2016-01-21,36
2016-01-22,34
2016-01-23,12
2016-01-24,9
2016-01-25,28
2016-01-26,30
2016-01-27,38
2016-01-28,92
2016-01-29,100
2016-01-30,25
2016-01-31,13
2016-02-01,29
2016-02-02,44
2016-02-03,36
2016-02-04,33
2016-02-05,43
2016-02-06,16
2016-02-07,8
2016-02-08,35
2016-02-09,37
2016-02-10,41
2016-02-11,35
2016-02-12,36
2016-02-13,12
2016-02-14,9
2016-02-15,15
2016-02-16,28
2016-02-17,29
2016-02-18,29
2016-02-19,27
2016-02-20,10
2016-02-21,9
2016-02-22,27
2016-02-23,31
2016-02-24,28
2016-02-25,31
2016-02-26,32
2016-02-27,3
2016-02-28,8
2016-02-29,28
2016-03-01,36
2016-03-02,32
2016-03-03,30
2016-03-04,26
2016-03-05,9
2016-03-06,6
2016-03-07,25
2016-03-08,27
2016-03-09,30
2016-03-10,24
2016-03-11,30
2016-03-12,10
2016-03-13,6
2016-03-14,24
2016-03-15,26
2016-03-16,26
2016-03-17,31
2016-03-18,31
2016-03-19,13
2016-03-20,6
2016-03-21,28
2016-03-22,31
2016-03-23,27
2016-03-24,24
2016-03-25,16
2016-03-26,7
2016-03-27,8
2016-03-28,26
2016-03-29,29
2016-03-30,42
2016-03-31,39
2016-04-01,28
