date,AMZN
2021-10-01,31
2021-10-02,9
2021-10-03,7
2021-10-04,38
2021-10-05,38
2021-10-06,38
2021-10-07,35
2021-10-08,29
2021-10-09,8
2021-10-10,5
2021-10-11,30
2021-10-12,30
2021-10-13,29
2021-10-14,31
2021-10-15,39
2021-10-16,12
2021-10-17,10
2021-10-18,33
2021-10-19,36
2021-10-20,35
2021-10-21,33
2021-10-22,32
2021-10-23,9
2021-10-24,8
2021-10-25,39
2021-10-26,45
2021-10-27,44
2021-10-28,100
2021-10-29,98
2021-10-30,16
2021-10-31,10
2021-11-01,35
2021-11-02,36
2021-11-03,39
2021-11-04,47
2021-11-05,47
2021-11-06,12
2021-11-07,9
2021-11-08,37
2021-11-09,40
2021-11-10,42
2021-11-11,36
2021-11-12,35
2021-11-13,10
2021-11-14,10
2021-11-15,32
2021-11-16,35
2021-11-17,35
2021-11-18,45
2021-11-19,52
2021-11-20,13
2021-11-21,9
2021-11-22,43
2021-11-23,38
2021-11-24,31
2021-11-25,14
2021-11-26,37
2021-11-27,11
2021-11-28,9
2021-11-29,42
2021-11-30,37
2021-12-01,41
2021-12-02,35
2021-12-03,33
2021-12-04,13
2021-12-05,10
2021-12-06,33
2021-12-07,43
2021-12-08,42
2021-12-09,35
2021-12-10,37
2021-12-11,10
2021-12-12,9
2021-12-13,30
2021-12-14,36
2021-12-15,34
2021-12-16,35
2021-12-17,34
2021-12-18,14
2021-12-19,8
2021-12-20,35
2021-12-21,33
2021-12-22,34
2021-12-23,37
2021-12-24,14
2021-12-25,8
2021-12-26,7
2021-12-27,33
2021-12-28,36
2021-12-29,32
2021-12-30,28
2021-12-31,24
2022-01-01,10
