date,AAPL
2022-01-01,8
2022-01-02,7
2022-01-03,47
2022-01-04,41
2022-01-05,34
2022-01-06,32
2022-01-07,37
2022-01-08,13
2022-01-09,8
2022-01-10,40
2022-01-11,37
2022-01-12,31
2022-01-13,28
2022-01-14,28
2022-01-15,11
2022-01-16,5
2022-01-17,11
2022-01-18,32
2022-01-19,29
2022-01-20,34
2022-01-21,39
2022-01-22,15
2022-01-23,8
2022-01-24,52
2022-01-25,44
2022-01-26,42
2022-01-27,72
2022-01-28,100
2022-01-29,20
2022-01-30,10
2022-01-31,46
2022-02-01,39
2022-02-02,42
2022-02-03,42
2022-02-04,37
2022-02-05,8
2022-02-06,6
2022-02-07,34
2022-02-08,36
2022-02-09,34
2022-02-10,29
2022-02-11,31
2022-02-12,10
2022-02-13,6
2022-02-14,31
2022-02-15,33
2022-02-16,29
2022-02-17,28
2022-02-18,33
2022-02-19,8
2022-02-20,6
2022-02-21,12
2022-02-22,36
2022-02-23,31
2022-02-24,49
2022-02-25,33
2022-02-26,11
2022-02-27,7
2022-02-28,34
2022-03-01,27
2022-03-02,30
2022-03-03,28
2022-03-04,30
2022-03-05,8
2022-03-06,5
2022-03-07,34
2022-03-08,37
2022-03-09,33
2022-03-10,33
2022-03-11,31
2022-03-12,10
2022-03-13,6
2022-03-14,37
2022-03-15,32
2022-03-16,35
2022-03-17,29
2022-03-18,30
2022-03-19,9
2022-03-20,6
2022-03-21,27
2022-03-22,30
2022-03-23,31
2022-03-24,30
2022-03-25,31
2022-03-26,9
2022-03-27,6
2022-03-28,35
2022-03-29,38
2022-03-30,37
2022-03-31,31
2022-04-01,29
