date,MSFT
2012-04-01,12
2012-04-02,27
2012-04-03,35
2012-04-04,29
2012-04-05,33
2012-04-06,23
2012-04-07,11
2012-04-08,12
2012-04-09,29
2012-04-10,28
2012-04-11,36
2012-04-12,30
2012-04-13,34
2012-04-14,13
2012-04-15,16
2012-04-16,32
2012-04-17,35
2012-04-18,34
2012-04-19,60
2012-04-20,73
2012-04-21,25
2012-04-22,10
2012-04-23,34
2012-04-24,36
2012-04-25,39
2012-04-26,33
2012-04-27,38
2012-04-28,13
2012-04-29,7
2012-04-30,30
2012-05-01,38
2012-05-02,27
2012-05-03,34
2012-05-04,34
2012-05-05,14
2012-05-06,11
2012-05-07,24
2012-05-08,26
2012-05-09,28
2012-05-10,25
2012-05-11,36
2012-05-12,9
2012-05-13,8
2012-05-14,18
2012-05-15,26
2012-05-16,22
2012-05-17,27
2012-05-18,35
2012-05-19,18
2012-05-20,9
2012-05-21,32
2012-05-22,29
2012-05-23,30
2012-05-24,24
2012-05-25,25
2012-05-26,11
2012-05-27,5
2012-05-28,8
2012-05-29,27
2012-05-30,26
2012-05-31,20
2012-06-01,31
2012-06-02,13
2012-06-03,12
2012-06-04,33
2012-06-05,38
2012-06-06,31
2012-06-07,29
2012-06-08,19
2012-06-09,12
2012-06-10,10
2012-06-11,25
2012-06-12,27
2012-06-13,24
2012-06-14,19
2012-06-15,30
2012-06-16,14
2012-06-17,8
2012-06-18,64
2012-06-19,100
2012-06-20,61
2012-06-21,44
2012-06-22,39
2012-06-23,16
2012-06-24,15
2012-06-25,35
2012-06-26,44
2012-06-27,46
2012-06-28,42
2012-06-29,35
2012-06-30,12
2012-07-01,7
