date,GOOG
2017-07-01,61
2017-07-02,58
2017-07-03,82
2017-07-04,81
2017-07-05,82
2017-07-06,78
2017-07-07,80
2017-07-08,60
2017-07-09,56
2017-07-10,77
2017-07-11,71
2017-07-12,80
2017-07-13,73
2017-07-14,73
2017-07-15,61
2017-07-16,57
2017-07-17,81
2017-07-18,79
2017-07-19,83
2017-07-20,68
2017-07-21,72
2017-07-22,58
2017-07-23,58
2017-07-24,100
2017-07-25,100
2017-07-26,86
2017-07-27,82
2017-07-28,74
2017-07-29,60
2017-07-30,56
2017-07-31,79
2017-08-01,79
2017-08-02,75
2017-08-03,69
2017-08-04,74
2017-08-05,53
2017-08-06,54
2017-08-07,74
2017-08-08,75
2017-08-09,77
2017-08-10,69
2017-08-11,81
2017-08-12,53
2017-08-13,52
2017-08-14,76
2017-08-15,66
2017-08-16,67
2017-08-17,71
2017-08-18,73
2017-08-19,58
2017-08-20,52
2017-08-21,74
2017-08-22,74
2017-08-23,75
2017-08-24,70
2017-08-25,69
2017-08-26,58
2017-08-27,51
2017-08-28,75
2017-08-29,73
2017-08-30,80
2017-08-31,75
2017-09-01,69
2017-09-02,56
2017-09-03,54
2017-09-04,66
2017-09-05,76
2017-09-06,73
2017-09-07,73
2017-09-08,71
2017-09-09,54
2017-09-10,53
2017-09-11,74
2017-09-12,75
2017-09-13,76
2017-09-14,75
2017-09-15,77
2017-09-16,55
2017-09-17,53
2017-09-18,78
2017-09-19,80
2017-09-20,76
2017-09-21,81
2017-09-22,76
2017-09-23,53
2017-09-24,56
2017-09-25,83
2017-09-26,79
2017-09-27,85
2017-09-28,80
2017-09-29,78
2017-09-30,58
2017-10-01,55
