date,GOOG
2014-10-01,87
2014-10-02,90
2014-10-03,90
2014-10-04,87
2014-10-05,82
2014-10-06,90
2014-10-07,94
2014-10-08,92
2014-10-09,94
2014-10-10,89
2014-10-11,78
2014-10-12,80
2014-10-13,90
2014-10-14,93
2014-10-15,92
2014-10-16,100
2014-10-17,92
2014-10-18,90
2014-10-19,79
2014-10-20,95
2014-10-21,91
2014-10-22,93
2014-10-23,87
2014-10-24,91
2014-10-25,75
2014-10-26,80
2014-10-27,93
2014-10-28,91
2014-10-29,85
2014-10-30,91
2014-10-31,85
2014-11-01,85
2014-11-02,82
2014-11-03,92
2014-11-04,90
2014-11-05,91
2014-11-06,95
2014-11-07,88
2014-11-08,83
2014-11-09,81
2014-11-10,92
2014-11-11,92
2014-11-12,88
2014-11-13,95
2014-11-14,91
2014-11-15,77
2014-11-16,76
2014-11-17,89
2014-11-18,94
2014-11-19,92
2014-11-20,90
2014-11-21,91
2014-11-22,81
2014-11-23,75
2014-11-24,88
2014-11-25,84
2014-11-26,88
2014-11-27,86
2014-11-28,89
2014-11-29,82
2014-11-30,79
2014-12-01,93
2014-12-02,89
2014-12-03,85
2014-12-04,89
2014-12-05,90
2014-12-06,79
2014-12-07,81
2014-12-08,87
2014-12-09,94
2014-12-10,95
2014-12-11,89
2014-12-12,90
2014-12-13,83
2014-12-14,79
2014-12-15,94
2014-12-16,96
2014-12-17,91
2014-12-18,92
2014-12-19,90
2014-12-20,84
2014-12-21,78
2014-12-22,81
2014-12-23,85
2014-12-24,83
2014-12-25,86
2014-12-26,85
2014-12-27,79
2014-12-28,80
2014-12-29,83
2014-12-30,84
2014-12-31,82
2015-01-01,76
