date,GOOG
2015-01-01,75
2015-01-02,78
2015-01-03,78
2015-01-04,78
2015-01-05,90
2015-01-06,89
2015-01-07,86
2015-01-08,87
2015-01-09,86
2015-01-10,80
2015-01-11,80
2015-01-12,89
2015-01-13,83
2015-01-14,90
2015-01-15,90
2015-01-16,84
2015-01-17,80
2015-01-18,79
2015-01-19,84
2015-01-20,88
2015-01-21,90
2015-01-22,91
2015-01-23,87
2015-01-24,79
2015-01-25,80
2015-01-26,87
2015-01-27,91
2015-01-28,86
2015-01-29,96
2015-01-30,100
2015-01-31,76
2015-02-01,79
2015-02-02,85
2015-02-03,86
2015-02-04,90
2015-02-05,87
2015-02-06,84
2015-02-07,84
2015-02-08,80
2015-02-09,85
2015-02-10,85
2015-02-11,87
2015-02-12,85
2015-02-13,87
2015-02-14,77
2015-02-15,75
2015-02-16,83
2015-02-17,85
2015-02-18,81
2015-02-19,85
2015-02-20,85
2015-02-21,79
2015-02-22,78
2015-02-23,84
2015-02-24,85
2015-02-25,86
2015-02-26,89
2015-02-27,89
2015-02-28,78
2015-03-01,78
2015-03-02,89
2015-03-03,92
2015-03-04,88
2015-03-05,92
2015-03-06,89
2015-03-07,82
2015-03-08,77
2015-03-09,88
2015-03-10,85
2015-03-11,91
2015-03-12,84
2015-03-13,84
2015-03-14,76
2015-03-15,77
2015-03-16,86
2015-03-17,86
2015-03-18,84
2015-03-19,80
2015-03-20,85
2015-03-21,78
2015-03-22,75
2015-03-23,83
2015-03-24,88
2015-03-25,67
2015-03-26,84
2015-03-27,81
2015-03-28,75
2015-03-29,73
2015-03-30,88
2015-03-31,83
2015-04-01,88
