date,AMZN
2015-04-01,10
2015-04-02,8
2015-04-03,5
2015-04-04,3
2015-04-05,3
2015-04-06,8
2015-04-07,11
2015-04-08,11
2015-04-09,8
2015-04-10,10
2015-04-11,4
2015-04-12,3
2015-04-13,10
2015-04-14,10
2015-04-15,11
2015-04-16,14
2015-04-17,12
2015-04-18,5
2015-04-19,3
2015-04-20,15
2015-04-21,17
2015-04-22,17
2015-04-23,53
2015-04-24,100
2015-04-25,29
2015-04-26,14
2015-04-27,31
2015-04-28,29
2015-04-29,22
2015-04-30,18
2015-05-01,20
2015-05-02,8
2015-05-03,6
2015-05-04,14
2015-05-05,15
2015-05-06,14
2015-05-07,12
2015-05-08,15
2015-05-09,6
2015-05-10,2
2015-05-11,10
2015-05-12,12
2015-05-13,12
2015-05-14,10
2015-05-15,16
2015-05-16,4
2015-05-17,5
2015-05-18,10
2015-05-19,17
2015-05-20,13
2015-05-21,12
2015-05-22,14
2015-05-23,4
2015-05-24,3
2015-05-25,5
2015-05-26,13
2015-05-27,11
2015-05-28,12
2015-05-29,12
2015-05-30,5
2015-05-31,3
2015-06-01,11
2015-06-02,12
2015-06-03,13
2015-06-04,12
2015-06-05,11
2015-06-06,6
2015-06-07,4
2015-06-08,9
2015-06-09,9
2015-06-10,7
2015-06-11,11
2015-06-12,9
2015-06-13,6
2015-06-14,2
2015-06-15,9
2015-06-16,13
2015-06-17,10
2015-06-18,8
2015-06-19,9
2015-06-20,4
2015-06-21,4
2015-06-22,9
2015-06-23,11
2015-06-24,11
2015-06-25,11
2015-06-26,10
2015-06-27,3
2015-06-28,4
2015-06-29,13
2015-06-30,10
2015-07-01,10
