date,META
2013-10-01,85
2013-10-02,88
2013-10-03,94
2013-10-04,91
2013-10-05,60
2013-10-06,68
2013-10-07,87
2013-10-08,88
2013-10-09,89
2013-10-10,94
2013-10-11,79
2013-10-12,65
2013-10-13,66
2013-10-14,74
2013-10-15,85
2013-10-16,87
2013-10-17,94
2013-10-18,79
2013-10-19,63
2013-10-20,65
2013-10-21,86
2013-10-22,95
2013-10-23,86
2013-10-24,98
2013-10-25,92
2013-10-26,69
2013-10-27,71
2013-10-28,82
2013-10-29,90
2013-10-30,90
2013-10-31,94
2013-11-01,76
2013-11-02,68
2013-11-03,66
2013-11-04,82
2013-11-05,89
2013-11-06,87
2013-11-07,97
2013-11-08,85
2013-11-09,75
2013-11-10,69
2013-11-11,86
2013-11-12,86
2013-11-13,96
2013-11-14,89
2013-11-15,88
2013-11-16,67
2013-11-17,61
2013-11-18,83
2013-11-19,86
2013-11-20,91
2013-11-21,100
2013-11-22,90
2013-11-23,69
2013-11-24,67
2013-11-25,87
2013-11-26,87
2013-11-27,83
2013-11-28,93
2013-11-29,83
2013-11-30,64
2013-12-01,88
2013-12-02,90
2013-12-03,85
2013-12-04,86
2013-12-05,93
2013-12-06,83
2013-12-07,62
2013-12-08,68
2013-12-09,81
2013-12-10,91
2013-12-11,80
2013-12-12,89
2013-12-13,75
2013-12-14,62
2013-12-15,68
2013-12-16,84
2013-12-17,77
2013-12-18,85
2013-12-19,89
2013-12-20,71
2013-12-21,60
2013-12-22,57
2013-12-23,65
2013-12-24,63
2013-12-25,58
2013-12-26,64
2013-12-27,70
2013-12-28,58
2013-12-29,61
2013-12-30,66
2013-12-31,61
2014-01-01,63
