date,MSFT
2012-01-01,15
2012-01-02,25
2012-01-03,28
2012-01-04,31
2012-01-05,35
2012-01-06,53
2012-01-07,28
2012-01-08,13
2012-01-09,44
2012-01-10,45
2012-01-11,47
2012-01-12,40
2012-01-13,45
2012-01-14,22
2012-01-15,19
2012-01-16,24
2012-01-17,50
2012-01-18,49
2012-01-19,78
2012-01-20,100
2012-01-21,23
2012-01-22,27
2012-01-23,50
2012-01-24,59
2012-01-25,60
2012-01-26,39
2012-01-27,52
2012-01-28,22
2012-01-29,15
2012-01-30,45
2012-01-31,49
2012-02-01,45
2012-02-02,63
2012-02-03,57
2012-02-04,30
2012-02-05,28
2012-02-06,56
2012-02-07,44
2012-02-08,55
2012-02-09,51
2012-02-10,39
2012-02-11,22
2012-02-12,10
2012-02-13,39
2012-02-14,47
2012-02-15,36
2012-02-16,57
2012-02-17,51
2012-02-18,18
2012-02-19,17
2012-02-20,31
2012-02-21,52
2012-02-22,47
2012-02-23,47
2012-02-24,42
2012-02-25,16
2012-02-26,23
2012-02-27,31
2012-02-28,40
2012-02-29,56
2012-03-01,64
2012-03-02,53
2012-03-03,21
2012-03-04,21
2012-03-05,34
2012-03-06,43
2012-03-07,47
2012-03-08,40
2012-03-09,40
2012-03-10,21
2012-03-11,16
2012-03-12,37
2012-03-13,61
2012-03-14,53
2012-03-15,52
2012-03-16,48
2012-03-17,18
2012-03-18,14
2012-03-19,58
2012-03-20,55
2012-03-21,40
2012-03-22,46
2012-03-23,42
2012-03-24,19
2012-03-25,11
2012-03-26,46
2012-03-27,47
2012-03-28,33
2012-03-29,40
2012-03-30,42
2012-03-31,16
2012-04-01,17
