date,AAPL
2016-04-01,24
2016-04-02,6
2016-04-03,3
2016-04-04,26
2016-04-05,27
2016-04-06,26
2016-04-07,22
2016-04-08,22
2016-04-09,6
2016-04-10,3
2016-04-11,24
2016-04-12,23
2016-04-13,27
2016-04-14,24
2016-04-15,23
2016-04-16,6
2016-04-17,4
2016-04-18,24
2016-04-19,25
2016-04-20,24
2016-04-21,23
2016-04-22,22
2016-04-23,6
2016-04-24,4
2016-04-25,25
2016-04-26,76
2016-04-27,100
2016-04-28,53
2016-04-29,48
2016-04-30,11
2016-05-01,8
2016-05-02,38
2016-05-03,43
2016-05-04,34
2016-05-05,31
2016-05-06,28
2016-05-07,8
2016-05-08,5
2016-05-09,27
2016-05-10,31
2016-05-11,27
2016-05-12,35
2016-05-13,34
2016-05-14,9
2016-05-15,5
2016-05-16,53
2016-05-17,41
2016-05-18,30
2016-05-19,29
2016-05-20,29
2016-05-21,8
2016-05-22,5
2016-05-23,27
2016-05-24,35
2016-05-25,38
2016-05-26,35
2016-05-27,34
2016-05-28,8
2016-05-29,5
2016-05-30,7
2016-05-31,29
2016-06-01,26
2016-06-02,26
2016-06-03,26
2016-06-04,6
2016-06-05,5
2016-06-06,24
2016-06-07,27
2016-06-08,23
2016-06-09,24
2016-06-10,20
2016-06-11,7
2016-06-12,4
2016-06-13,28
2016-06-14,22
2016-06-15,20
2016-06-16,21
2016-06-17,24
2016-06-18,6
2016-06-19,4
2016-06-20,21
2016-06-21,21
2016-06-22,19
2016-06-23,23
2016-06-24,44
2016-06-25,9
2016-06-26,4
2016-06-27,31
2016-06-28,27
2016-06-29,25
2016-06-30,23
2016-07-01,22
