date,AMZN
2019-04-01,37
2019-04-02,40
2019-04-03,42
2019-04-04,43
2019-04-05,42
2019-04-06,26
2019-04-07,24
2019-04-08,40
2019-04-09,41
2019-04-10,41
2019-04-11,40
2019-04-12,44
2019-04-13,25
2019-04-14,23
2019-04-15,37
2019-04-16,42
2019-04-17,42
2019-04-18,44
2019-04-19,33
2019-04-20,22
2019-04-21,23
2019-04-22,44
2019-04-23,58
2019-04-24,57
2019-04-25,100
2019-04-26,86
2019-04-27,31
2019-04-28,28
2019-04-29,53
2019-04-30,51
2019-05-01,49
2019-05-02,43
2019-05-03,61
2019-05-04,29
2019-05-05,25
2019-05-06,56
2019-05-07,49
2019-05-08,45
2019-05-09,50
2019-05-10,47
2019-05-11,29
2019-05-12,26
2019-05-13,51
2019-05-14,51
2019-05-15,51
2019-05-16,50
2019-05-17,43
2019-05-18,29
2019-05-19,27
2019-05-20,44
2019-05-21,45
2019-05-22,40
2019-05-23,42
2019-05-24,43
2019-05-25,27
2019-05-26,24
2019-05-27,22
2019-05-28,39
2019-05-29,39
2019-05-30,38
2019-05-31,43
2019-06-01,25
2019-06-02,24
2019-06-03,53
2019-06-04,54
2019-06-05,43
2019-06-06,39
2019-06-07,39
2019-06-08,25
2019-06-09,21
2019-06-10,42
2019-06-11,39
2019-06-12,37
2019-06-13,36
2019-06-14,34
2019-06-15,21
2019-06-16,18
2019-06-17,35
2019-06-18,38
2019-06-19,41
2019-06-20,35
2019-06-21,29
2019-06-22,13
2019-06-23,9
2019-06-24,27
2019-06-25,27
2019-06-26,28
2019-06-27,26
2019-06-28,25
2019-06-29,11
2019-06-30,8
2019-07-01,29
